Source;Target;Weight;Season;Gender
LITTLEFINGER;TYRION;28;3;M
ROBB;WALDER;28;3;M
BRYNDEN;CATELYN;27;3;M
JOFFREY;TYRION;27;3;M
ANGUY;ARYA;26;3;M
BRAN;RICKON;26;3;M
BERIC;HOUND;25;3;M
ROS;VARYS;25;3;M
CERSEI;OLENNA;24;3;F
JOJEN;MEERA;24;3;M
TYRION;VARYS;24;3;M
DAENERYS;KRAZNYS_MO_NAKLOZ;23;3;M
HODOR;JOJEN;23;3;M
ROOSE_BOLTON;WALDER;23;3;M
JOFFREY;SANSA;22;3;M
MYRANDA;VIOLET;22;3;F
SHAE;VARYS;22;3;F
LORAS;MARGAERY;21;3;M
MARGAERY;OLENNA;21;3;F
SELYSE;STANNIS;21;3;F
ANGUY;HOUND;20;3;M
ANGUY;THOROS;20;3;M
BRONN;PODRICK;20;3;M
GENDRY;THOROS;20;3;M
CATELYN;WALDER;19;3;F
DAENERYS;RADZAI_MO_ERAZ;19;3;M
JEOR;RAST;19;3;M
THEON;TORTURER;19;3;M
BRYNDEN;EDMURE;18;3;M
BRAN;SAM;17;3;M
BRYNDEN;ROBB;17;3;M
CRASTER;JEOR;17;3;M
DAARIO;JORAH;17;3;M
DAARIO;MERO;17;3;M
GRENN;RAST;17;3;M
HOUND;THOROS;17;3;M
ROBB;ROOSE_BOLTON;17;3;M
CERSEI;LITTLEFINGER;16;3;F
DAENERYS;MERO;16;3;M
LITTLEFINGER;VARYS;16;3;M
OSHA;RICKON;16;3;F
SHIREEN;STANNIS;16;3;F
ARYA;HOT_PIE;15;3;F
BRIENNE;LOCKE;15;3;F
CATELYN;EDMURE;15;3;F
CERSEI;LORAS;15;3;F
BRAN;CATELYN;14;3;M
HODOR;MEERA;14;3;M
HODOR;OSHA;14;3;M
JAIME;STEELSHANKS_WALTON;14;3;M
MANCE;TORMUND;14;3;M
MELISANDRE;THOROS;14;3;F
CATELYN;ROOSE_BOLTON;13;3;F
CRASTER;KARL_TANNER;13;3;M
JORAH;MISSANDEI;13;3;M
MEERA;RICKON;13;3;F
MERO;PRENDAHL;13;3;M
RAST;SAM;13;3;M
BALON;THEON;12;3;M
DAENERYS;GREY_WORM;12;3;M
EDDISON_TOLLETT;GRENN;12;3;M
EDMURE;ROSLIN;12;3;M
GREY_WORM;JORAH;12;3;M
JOJEN;SAM;12;3;M
MARTYN;TALISA;12;3;M
MYRANDA;THEON;12;3;F
ROS;SHAE;12;3;M
THEON;VIOLET;12;3;M
ANGUY;BERIC;11;3;M
ANGUY;GENDRY;11;3;M
BALON;YARA;11;3;M
EDDISON_TOLLETT;RAST;11;3;M
JAIME;TYWIN;11;3;M
LORAS;OLYVAR;11;3;M
SANSA;TYWIN;11;3;F
CERSEI;JAIME;10;3;F
CERSEI;MERYN_TRANT;10;3;F
EDMURE;WALDER;10;3;M
GILLY;MAESTER_AEMON;10;3;M
JEOR;SAM;10;3;M
LOCKE;ROOSE_BOLTON;10;3;M
LORAS;OLENNA;10;3;M
LORAS;TYRION;10;3;M
MAESTER_AEMON;SAM;10;3;M
MANCE;ORELL;10;3;M
MANCE;YGRITTE;10;3;M
MERYN_TRANT;TYRION;10;3;M
TALISA;WALDER;10;3;F
TYWIN;VARYS;10;3;M
BRIENNE;ROOSE_BOLTON;9;3;F
GENDRY;HOT_PIE;9;3;M
GENDRY;STANNIS;9;3;M
GRENN;SAM;9;3;M
HODOR;RICKON;9;3;M
JOJEN;RICKON;9;3;M
LITTLE_SAM;GILLY;9;3;M
LITTLE_SAM;SAM;9;3;M
LORAS;TYWIN;9;3;M
PYCELLE;TYRION;9;3;M
ROBB;TYWIN;9;3;M
ROOSE_BOLTON;TYWIN;9;3;M
BLACK_WALDER;ROBB;8;3;M
BRAN;JON;8;3;M
BRONN;MERYN_TRANT;8;3;M
BRYNDEN;ROOSE_BOLTON;8;3;M
BRYNDEN;TALISA;8;3;M
CATELYN;JAIME;8;3;F
CRASTER;RAST;8;3;M
DAENERYS;PRENDAHL;8;3;M
EDDISON_TOLLETT;SAM;8;3;M
EDMURE;TALISA;8;3;M
FARMER;JON;8;3;M
GILLY;MEERA;8;3;M
HODOR;SAM;8;3;M
JEOR;KARL_TANNER;8;3;M
JOFFREY;LORAS;8;3;M
JOFFREY;OLENNA;8;3;M
JON;SAM;8;3;M
MEERA;SAM;8;3;F
MERYN_TRANT;TARYN_MANT;8;3;M
ROSLIN;WALDER;8;3;F
BARRISTAN;MISSANDEI;7;3;M
BERIC;GENDRY;7;3;M
CATELYN;HOSTER;7;3;F
CERSEI;PYCELLE;7;3;F
CERSEI;SANSA;7;3;F
DAARIO;MISSANDEI;7;3;M
DAARIO;PRENDAHL;7;3;M
EDMURE;LOTHAR;7;3;M
FARMER;TORMUND;7;3;M
GRENN;JEOR;7;3;M
PYCELLE;TYWIN;7;3;M
ROOSE_BOLTON;TALISA;7;3;M
SANSA;VARYS;7;3;F
THEON;YARA;7;3;M
BARRISTAN;DAARIO;6;3;M
BERIC;MELISANDRE;6;3;M
BRIENNE;CATELYN;6;3;F
BRYNDEN;WALDER;6;3;M
CATELYN;JOYEUSE;6;3;F
DAARIO;GREY_WORM;6;3;M
EDDISON_TOLLETT;JEOR;6;3;M
FARMER;YGRITTE;6;3;M
HOT_PIE;THOROS;6;3;M
JAIME;RENLY;6;3;M
JORAH;MERO;6;3;M
MACE;OLENNA;6;3;M
MERO;MISSANDEI;6;3;M
NED;SANSA;6;3;M
ROBB;ROSLIN;6;3;M
ROBB;THEON;6;3;M
ARYA;MELISANDRE;5;3;F
BARRISTAN;GREY_WORM;5;3;M
BARRISTAN;ROBERT;5;3;M
BLACK_WALDER;EDMURE;5;3;M
BLACK_WALDER;LOTHAR;5;3;M
BRAN;NED;5;3;M
BRYNDEN;RICKARD_KARSTARK;5;3;M
CATELYN;RICKARD_KARSTARK;5;3;F
CERSEI;VARYS;5;3;F
CRASTER;SAM;5;3;M
GENDRY;HOUND;5;3;M
HOSTER;ROBB;5;3;M
JOFFREY;NED;5;3;M
JOFFREY;PYCELLE;5;3;M
JOJEN;JON;5;3;M
JON;PYP;5;3;M
JORAH;KRAZNYS_MO_NAKLOZ;5;3;M
JORAH;ROBERT;5;3;M
MARGAERY;TYRION;5;3;F
MARTYN;WILLEM_LANNISTER;5;3;M
PYP;SAM;5;3;M
RAMSAY;ROOSE_BOLTON;5;3;M
RANDYLL;SAM;5;3;M
ROBB;SANSA;5;3;M
ARYA;CERSEI;4;3;F
ARYA;JOFFREY;4;3;F
BALON;RAMSAY;4;3;M
BRAN;ORELL;4;3;M
BRAN;ROBB;4;3;M
BRONN;JOFFREY;4;3;M
CATELYN;ROSLIN;4;3;F
CERSEI;TARYN_MANT;4;3;F
EDMURE;FREY_SEPTON;4;3;M
EDMURE;RICKARD_KARSTARK;4;3;M
FARMER;ORELL;4;3;M
GILLY;JOJEN;4;3;M
GREIZHEN;MISSANDEI;4;3;M
JAIME;TYRION;4;3;M
JOFFREY;MERYN_TRANT;4;3;M
JOFFREY;VARYS;4;3;M
JOYEUSE;ROBB;4;3;
JOYEUSE;TALISA;4;3;
JOYEUSE;WALDER;4;3;
LITTLEFINGER;PYCELLE;4;3;M
LITTLEFINGER;TYWIN;4;3;M
LOCKE;TYWIN;4;3;M
LORD_OF_BONES;MANCE;4;3;M
LORD_OF_BONES;TORMUND;4;3;M
LORD_OF_BONES;YGRITTE;4;3;M
LOTHAR;WALDER;4;3;M
MAREI;TYRION;4;3;F
MARGAERY;RENLY;4;3;F
MARGAERY;TYWIN;4;3;F
MELISANDRE;ROBERT;4;3;F
PYCELLE;VARYS;4;3;M
QYBURN;ROOSE_BOLTON;4;3;M
QYBURN;TALISA;4;3;M
RAMSAY;YARA;4;3;M
RICKARD_KARSTARK;ROOSE_BOLTON;4;3;M
ROBERT;STANNIS;4;3;M
ROSLIN;TALISA;4;3;F
SORCERER;VARYS;4;3;M
TARYN_MANT;TYRION;4;3;M
AERYS;BARRISTAN;3;3;M
AERYS;ROBERT;3;3;M
ANGUY;MELISANDRE;3;3;M
BERIC;MOUNTAIN;3;3;M
BERIC;NED;3;3;M
BLACK_WALDER;BRYNDEN;3;3;M
BLACK_WALDER;CATELYN;3;3;M
BRAN;GILLY;3;3;M
BRANDON_STARK;CATELYN;3;3;M
BRANDON_STARK;JOJEN;3;3;M
BRIENNE;SELWYN;3;3;F
BRONN;CERSEI;3;3;M
BRONN;SANSA;3;3;M
BRYNDEN;LOTHAR;3;3;M
CATELYN;TYRION;3;3;F
CRASTER;GRENN;3;3;M
DAENERYS;GREIZHEN;3;3;M
EDMURE;ROOSE_BOLTON;3;3;M
FARMER;JOJEN;3;3;M
GENDRY;ROBERT;3;3;M
GILLY;HODOR;3;3;M
GILLY;RANDYLL;3;3;M
HIGH_SEPTON;JOFFREY;3;3;M
HIGH_SEPTON;MARGAERY;3;3;M
HODOR;ORELL;3;3;M
HOSTER;WALDER;3;3;M
HOUND;JOFFREY;3;3;M
JAIME;ROBB;3;3;M
JAIME;SELWYN;3;3;M
JOANNA;TYWIN;3;3;F
JOFFREY;RENLY;3;3;M
JOFFREY;ROBB;3;3;M
JOFFREY;SHAE;3;3;M
JOJEN;NED;3;3;M
JOJEN;ORELL;3;3;M
JON;LORD_OF_BONES;3;3;M
JON;NED;3;3;M
JON;OSHA;3;3;M
LITTLEFINGER;OLYVAR;3;3;M
LITTLEFINGER;ROS;3;3;M
LITTLEFINGER;SHAE;3;3;M
LORAS;MACE;3;3;M
LOTHAR;ROBB;3;3;M
MACE;MARGAERY;3;3;M
MEERA;ORELL;3;3;F
MERRY;WALDER;3;3;
MERYN_TRANT;PODRICK;3;3;M
MISSANDEI;PRENDAHL;3;3;F
MISSANDEI;RADZAI_MO_ERAZ;3;3;F
MOUNTAIN;ROBB;3;3;M
NED;ROBB;3;3;M
NED;ROBERT;3;3;M
NED;VARYS;3;3;M
OLENNA;PODRICK;3;3;F
OLENNA;ROBERT;3;3;F
ORELL;OSHA;3;3;M
ORELL;RICKON;3;3;M
PODRICK;SHAE;3;3;M
QYBURN;ROBB;3;3;M
RAMSAY;ROBB;3;3;M
RENLY;STANNIS;3;3;M
RICKARD_KARSTARK;TALISA;3;3;M
RICKARD_KARSTARK;WILLEM_LANNISTER;3;3;M
ROBB;STANNIS;3;3;M
ROBB;TYRION;3;3;M
ROBERT;THOROS;3;3;M
ROOSE_BOLTON;STEELSHANKS_WALTON;3;3;M
ROOSE_BOLTON;THEON;3;3;M
ROS;TYRION;3;3;M
SORCERER;TYRION;3;3;M
STANNIS;TYWIN;3;3;M
AEGON;DAVOS;2;3;M
AEGON;SHIREEN;2;3;M
AERYS;JAIME;2;3;M
AERYS;JOFFREY;2;3;M
AERYS;NED;2;3;M
ANGUY;HOT_PIE;2;3;M
ARYA;CATELYN;2;3;F
ARYA;ILYN_PAYNE;2;3;F
ARYA;MERYN_TRANT;2;3;F
ARYA;MYCAH;2;3;F
ARYA;ROBB;2;3;F
ARYA;ROOSE_BOLTON;2;3;F
ARYA;SANSA;2;3;F
BALERION;DAVOS;2;3;M
BALON;ROBB;2;3;M
BALON;ROOSE_BOLTON;2;3;M
BARRISTAN;KRAZNYS_MO_NAKLOZ;2;3;M
BARRISTAN;RADZAI_MO_ERAZ;2;3;M
BERT;SHIREEN;2;3;M
BLACK_WALDER;JOYEUSE;2;3;M
BOROS;MERYN_TRANT;2;3;M
BRAN;FARMER;2;3;M
BRAN;MAESTER_LUWIN;2;3;M
BRAN;THEON;2;3;M
BRAN;TORMUND;2;3;M
BRAN;YGRITTE;2;3;M
BRONN;HIGH_SEPTON;2;3;M
BRONN;LORAS;2;3;M
BRONN;MARGAERY;2;3;M
BRONN;OLENNA;2;3;M
BRONN;PYCELLE;2;3;M
BRONN;SHAE;2;3;M
BRONN;TARYN_MANT;2;3;M
BRONN;TYWIN;2;3;M
BRYNDEN;HOSTER;2;3;M
BRYNDEN;ROSLIN;2;3;M
CATELYN;HOUND;2;3;F
CATELYN;JON;2;3;F
CATELYN;LOTHAR;2;3;F
CATELYN;RICKON;2;3;F
CATELYN;TYWIN;2;3;F
CERSEI;HIGH_SEPTON;2;3;F
CERSEI;HOUND;2;3;F
CERSEI;ILYN_PAYNE;2;3;F
CERSEI;PODRICK;2;3;F
CERSEI;STANNIS;2;3;F
CRASTER;EDDISON_TOLLETT;2;3;M
CRASTER;JON;2;3;M
DAENERYS;DROGO;2;3;M
DAENERYS;ROBERT;2;3;M
DAREON;HOBB;2;3;M
DAREON;SAM;2;3;M
DAVOS;MATTHOS;2;3;M
DAVOS;ROBB;2;3;M
DAVOS;RYLENE;2;3;M
DESMOND;ELDRICK;2;3;M
DESMOND;SANSA;2;3;M
DESMOND;TYRION;2;3;M
EDDISON_TOLLETT;KARL_TANNER;2;3;M
EDMURE;HOUND;2;3;M
EDMURE;JOYEUSE;2;3;M
EDMURE;MOUNTAIN;2;3;M
EDMURE;TYWIN;2;3;M
FARMER;HODOR;2;3;M
FARMER;MEERA;2;3;M
FARMER;OSHA;2;3;M
FARMER;RICKON;2;3;M
FREY_SEPTON;ROSLIN;2;3;M
FREY_SEPTON;WALDER;2;3;M
GENDRY;TYWIN;2;3;M
GILLY;RAST;2;3;M
GREIZHEN;JORAH;2;3;M
GREIZHEN;KRAZNYS_MO_NAKLOZ;2;3;M
GRENN;KARL_TANNER;2;3;M
GREY_WORM;MERO;2;3;M
GREY_WORM;MISSANDEI;2;3;M
HIGH_SEPTON;LORAS;2;3;M
HIGH_SEPTON;OLENNA;2;3;M
HIGH_SEPTON;PYCELLE;2;3;M
HIGH_SEPTON;SANSA;2;3;M
HIGH_SEPTON;TYRION;2;3;M
HIGH_SEPTON;TYWIN;2;3;M
HODOR;JON;2;3;M
HODOR;TORMUND;2;3;M
HODOR;YGRITTE;2;3;M
HOUND;ILYN_PAYNE;2;3;M
HOUND;MERYN_TRANT;2;3;M
HOUND;NED;2;3;M
HOUND;ROBB;2;3;M
HOUND;ROOSE_BOLTON;2;3;M
ILYN_PAYNE;JOFFREY;2;3;M
ILYN_PAYNE;MERYN_TRANT;2;3;M
ILYN_PAYNE;NED;2;3;M
JAIME;LORAS;2;3;M
JAIME;NED;2;3;M
JAIME;PYCELLE;2;3;M
JAIME;STANNIS;2;3;M
JEOR;JON;2;3;M
JOFFREY;STANNIS;2;3;M
JOJEN;TORMUND;2;3;M
JOJEN;YGRITTE;2;3;M
JON;MEERA;2;3;M
JON;QHORIN_HALFHAND;2;3;M
JON;RICKON;2;3;M
JORAH;PRENDAHL;2;3;M
JOYEUSE;ROSLIN;2;3;
KARL_TANNER;RAST;2;3;M
KARL_TANNER;SAM;2;3;M
LITTLEFINGER;PODRICK;2;3;M
LOCKE;QYBURN;2;3;M
LOCKE;STEELSHANKS_WALTON;2;3;M
LORAS;PYCELLE;2;3;M
LORAS;RENLY;2;3;M
LORAS;SHAE;2;3;M
LOTHAR;ROSLIN;2;3;M
LOTHAR;TALISA;2;3;M
LYSA;TYWIN;2;3;F
LYSA;VARYS;2;3;F
MARGAERY;PYCELLE;2;3;F
MARTYN;ROBB;2;3;M
MEERA;TORMUND;2;3;F
MEERA;YGRITTE;2;3;F
MELISANDRE;SELYSE;2;3;F
MOUNTAIN;THOROS;2;3;M
MOUNTAIN;TYWIN;2;3;M
MYRANDA;RAMSAY;2;3;F
NED;RICKARD_KARSTARK;2;3;M
NED;THOROS;2;3;M
NED;TYRION;2;3;M
OLENNA;PYCELLE;2;3;F
OLENNA;RENLY;2;3;F
OSHA;TORMUND;2;3;F
OSHA;YGRITTE;2;3;F
PODRICK;SANSA;2;3;M
PYCELLE;SANSA;2;3;M
QHORIN_HALFHAND;YGRITTE;2;3;M
QYBURN;SELWYN;2;3;M
QYBURN;TYWIN;2;3;M
RAMSAY;VIOLET;2;3;M
RENLY;ROBERT;2;3;M
RENLY;SANSA;2;3;M
RENLY;TYWIN;2;3;M
RICKARD_KARSTARK;ROSLIN;2;3;M
RICKARD_KARSTARK;THEON;2;3;M
RICKARD_KARSTARK;WALDER;2;3;M
RICKON;ROBB;2;3;M
RICKON;THEON;2;3;M
RICKON;TORMUND;2;3;M
RICKON;YGRITTE;2;3;M
ROBB;VARYS;2;3;M
ROBERT;TYWIN;2;3;M
RYLENE;STANNIS;2;3;F
SALLADHOR;STANNIS;2;3;M
SELYSE;SHIREEN;2;3;F
SHAE;TYWIN;2;3;F
STEELSHANKS_WALTON;TYWIN;2;3;M
TYRION;WALDER;2;3;M
TYWIN;WALDER;2;3;M
