Source;Target;Type;Weight;book;Gender
ARYA;Gregor-Clegane;Undirected;4;2;F
ARYA;Harra;Undirected;3;2;F
ARYA;Harren-Hoare;Undirected;7;2;F
ARYA;Hot-Pie;Undirected;51;2;F
ARYA;Jaime-Lannister;Undirected;3;2;F
ARYA;Jaqen-Hghar;Undirected;25;2;F
ARYA;Joffrey-Baratheon;Undirected;4;2;F
ARYA;JON;Undirected;13;2;F
ARYA;Koss;Undirected;3;2;F
ARYA;Lommy-Greenhands;Undirected;31;2;F
ARYA;Nan;Undirected;5;2;F
ARYA;Polliver;Undirected;3;2;F
ARYA;Praed;Undirected;3;2;F
ARYA;Rafford;Undirected;5;2;F
ARYA;Rickon-Stark;Undirected;5;2;F
ARYA;ROBB;Undirected;15;2;F
ARYA;ROBERT;Undirected;4;2;F
ARYA;Roose-Bolton;Undirected;13;2;F
ARYA;Rorge;Undirected;13;2;F
ARYA;Sansa-Stark;Undirected;20;2;F
ARYA;Syrio-Forel;Undirected;5;2;F
ARYA;Tyrion-Lannister;Undirected;4;2;F
ARYA;Tywin-Lannister;Undirected;13;2;F
ARYA;Vargo-Hoat;Undirected;6;2;F
ARYA;Weasel;Undirected;10;2;F
ARYA;Weese;Undirected;15;2;F
ARYA;Woth;Undirected;3;2;F
ARYA;Yoren;Undirected;28;2;F
Arys-Oakheart;Joffrey-Baratheon;Undirected;6;2;M
Arys-Oakheart;Myrcella-Baratheon;Undirected;4;2;M
Arys-Oakheart;Sansa-Stark;Undirected;3;2;M
Asha-Greyjoy;Balon-Greyjoy;Undirected;3;2;F
Asha-Greyjoy;Dagmer;Undirected;5;2;F
Asha-Greyjoy;Theon-Greyjoy;Undirected;35;2;F
Asha-Greyjoy;Wex-Pyke;Undirected;3;2;F
Axell-Florent;Selyse-Florent;Undirected;3;2;M
Axell-Florent;Stannis-Baratheon;Undirected;6;2;M
Bael-the-Bard;Ygritte;Undirected;5;2;M
Ballabar;Podrick-Payne;Undirected;3;2;M
Ballabar;Tyrion-Lannister;Undirected;12;2;M
Balon-Greyjoy;CATELYN;Undirected;3;2;M
Balon-Greyjoy;Dagmer;Undirected;3;2;M
Balon-Greyjoy;NED;Undirected;4;2;M
Balon-Greyjoy;ROBB;Undirected;5;2;M
Balon-Greyjoy;ROBERT;Undirected;4;2;M
Balon-Greyjoy;Theon-Greyjoy;Undirected;27;2;M
Balon-Greyjoy;Victarion-Greyjoy;Undirected;4;2;M
Balon-Swann;Joffrey-Baratheon;Undirected;6;2;M
Balon-Swann;Mandon-Moore;Undirected;3;2;M
Balon-Swann;Meryn-Trant;Undirected;3;2;M
Balon-Swann;Osmund-Kettleblack;Undirected;4;2;M
Balon-Swann;Tyrion-Lannister;Undirected;8;2;M
Barristan-Selmy;Belwas;Undirected;5;2;M
Barristan-Selmy;Cersei-Lannister;Undirected;5;2;M
Barristan-Selmy;DAENERYS;Undirected;3;2;M
Barristan-Selmy;Joffrey-Baratheon;Undirected;7;2;M
Barristan-Selmy;ROBERT;Undirected;3;2;M
Barristan-Selmy;VARYS;Undirected;3;2;M
Belwas;DAENERYS;Undirected;5;2;M
Belwas;Jhogo;Undirected;3;2;M
Belwas;JORAH;Undirected;4;2;M
Benfred-Tallhart;Helman-Tallhart;Undirected;3;2;M
Benfred-Tallhart;Leobald-Tallhart;Undirected;3;2;M
Benfred-Tallhart;Stygg;Undirected;3;2;M
Benfred-Tallhart;Theon-Greyjoy;Undirected;7;2;M
Benjen-Stark;Jeor-Mormont;Undirected;5;2;M
Beric-Dondarrion;Thoros-of-Myr;Undirected;3;2;M
Beth-Cassel;Bran-Stark;Undirected;4;2;
Beth-Cassel;Rodrik-Cassel;Undirected;4;2;
Beth-Cassel;Theon-Greyjoy;Undirected;3;2;
Biter;Jaqen-Hghar;Undirected;12;2;M
Biter;Rorge;Undirected;14;2;M
Biter;Yoren;Undirected;3;2;M
Boros-Blount;Cersei-Lannister;Undirected;7;2;M
Boros-Blount;Gyles-Rosby;Undirected;5;2;M
Boros-Blount;Joffrey-Baratheon;Undirected;11;2;M
Boros-Blount;Meryn-Trant;Undirected;13;2;M
Boros-Blount;Sansa-Stark;Undirected;8;2;M
Boros-Blount;Tanda-Stokeworth;Undirected;3;2;M
Boros-Blount;Tommen-Baratheon;Undirected;3;2;M
Boros-Blount;Tyrion-Lannister;Undirected;8;2;M
Bran-Stark;CATELYN;Undirected;3;2;M
Bran-Stark;Chayle;Undirected;3;2;M
Bran-Stark;Cley-Cerwyn;Undirected;5;2;M
Bran-Stark;Donella-Hornwood;Undirected;5;2;M
Bran-Stark;NED;Undirected;4;2;M
Bran-Stark;Hayhead;Undirected;6;2;M
Bran-Stark;Hodor;Undirected;59;2;M
Bran-Stark;Howland-Reed;Undirected;3;2;M
Bran-Stark;Jojen-Reed;Undirected;47;2;M
Bran-Stark;JON;Undirected;11;2;M
Bran-Stark;Luwin;Undirected;51;2;M
Bran-Stark;Meera-Reed;Undirected;36;2;M
Bran-Stark;Mikken;Undirected;11;2;M
Bran-Stark;Nan;Undirected;7;2;M
Bran-Stark;Osha;Undirected;30;2;M
Bran-Stark;Poxy-Tym;Undirected;3;2;M
Bran-Stark;Ramsay-Snow;Undirected;7;2;M
Bran-Stark;Reek;Undirected;3;2;M
Bran-Stark;Rickon-Stark;Undirected;54;2;M
Bran-Stark;ROBB;Undirected;28;2;M
Bran-Stark;Rodrik-Cassel;Undirected;34;2;M
Bran-Stark;Sansa-Stark;Undirected;5;2;M
Bran-Stark;Stafford-Lannister;Undirected;3;2;M
Bran-Stark;Theon-Greyjoy;Undirected;24;2;M
Bran-Stark;Walder-Frey-(son-of-Jammos);Undirected;5;2;M
Bran-Stark;Walder-Frey-(son-of-Merrett);Undirected;12;2;M
Bran-Stark;Wyman-Manderly;Undirected;6;2;M
Brienne-of-Tarth;CATELYN;Undirected;36;2;F
Brienne-of-Tarth;Edmure-Tully;Undirected;3;2;F
Brienne-of-Tarth;Emmon-Cuy;Undirected;8;2;F
Brienne-of-Tarth;Jaime-Lannister;Undirected;3;2;F
Brienne-of-Tarth;Renly-Baratheon;Undirected;28;2;F
Brienne-of-Tarth;Robar-Royce;Undirected;3;2;F
Brienne-of-Tarth;ROBERT;Undirected;3;2;F
Brienne-of-Tarth;Selwyn-Tarth;Undirected;4;2;F
Brienne-of-Tarth;Stannis-Baratheon;Undirected;5;2;F
Brienne-of-Tarth;Vyman;Undirected;3;2;F
BRONN;Cersei-Lannister;Undirected;11;2;M
BRONN;Jacelyn-Bywater;Undirected;7;2;M
BRONN;Joffrey-Baratheon;Undirected;9;2;M
BRONN;Mandon-Moore;Undirected;5;2;M
BRONN;Podrick-Payne;Undirected;3;2;M
BRONN;Stannis-Baratheon;Undirected;3;2;M
BRONN;Timett;Undirected;5;2;M
BRONN;Tommen-Baratheon;Undirected;3;2;M
BRONN;Tyrion-Lannister;Undirected;40;2;M
BRONN;VARYS;Undirected;8;2;M
Bryce-Caron;Cortnay-Penrose;Undirected;3;2;M
Bryce-Caron;Eldon-Estermont;Undirected;3;2;M
Bryce-Caron;Guyard-Morrigen;Undirected;5;2;M
Bryce-Caron;Renly-Baratheon;Undirected;7;2;M
Bryce-Caron;Stannis-Baratheon;Undirected;3;2;M
Brynden-Tully;CATELYN;Undirected;5;2;M
Brynden-Tully;ROBB;Undirected;6;2;M
Brynden-Tully;Tywin-Lannister;Undirected;3;2;M
Captain-Myraham;Theon-Greyjoy;Undirected;4;2;F
Captain-Myraham-Daughter;Theon-Greyjoy;Undirected;3;2;F
CATELYN;Cersei-Lannister;Undirected;14;2;F
CATELYN;Cleos-Frey;Undirected;5;2;F
CATELYN;Colen-of-Greenpools;Undirected;6;2;F
CATELYN;Desmond-Grell;Undirected;3;2;F
CATELYN;NED;Undirected;12;2;F
CATELYN;Edmure-Tully;Undirected;17;2;F
CATELYN;Hallis-Mollen;Undirected;6;2;F
CATELYN;Hoster-Tully;Undirected;5;2;F
CATELYN;Jaime-Lannister;Undirected;16;2;F
CATELYN;Joffrey-Baratheon;Undirected;4;2;F
CATELYN;Loras-Tyrell;Undirected;6;2;F
CATELYN;Lysa-Arryn;Undirected;7;2;F
CATELYN;Margaery-Tyrell;Undirected;4;2;F
CATELYN;Mathis-Rowan;Undirected;3;2;F
CATELYN;Randyll-Tarly;Undirected;3;2;F
CATELYN;Renly-Baratheon;Undirected;51;2;F
CATELYN;Rickon-Stark;Undirected;3;2;F
CATELYN;Robar-Royce;Undirected;7;2;F
CATELYN;ROBB;Undirected;27;2;F
CATELYN;ROBERT;Undirected;5;2;F
CATELYN;Sansa-Stark;Undirected;3;2;F
CATELYN;Stafford-Lannister;Undirected;3;2;F
CATELYN;Stannis-Baratheon;Undirected;20;2;F
CATELYN;Theon-Greyjoy;Undirected;5;2;F
CATELYN;Tyrion-Lannister;Undirected;10;2;F
CATELYN;Tywin-Lannister;Undirected;14;2;F
CATELYN;Utherydes-Wayn;Undirected;3;2;F
CATELYN;Vyman;Undirected;4;2;F
CATELYN;Wendel-Manderly;Undirected;7;2;F
Cersei-Lannister;Chiswyck;Undirected;3;2;F
Cersei-Lannister;Cleos-Frey;Undirected;6;2;F
Cersei-Lannister;Dunsen;Undirected;3;2;F
Cersei-Lannister;NED;Undirected;13;2;F
Cersei-Lannister;Gregor-Clegane;Undirected;4;2;F
Cersei-Lannister;Gyles-Rosby;Undirected;6;2;F
Cersei-Lannister;Ilyn-Payne;Undirected;12;2;F
Cersei-Lannister;Jacelyn-Bywater;Undirected;4;2;F
Cersei-Lannister;Jaime-Lannister;Undirected;17;2;F
Cersei-Lannister;Janos-Slynt;Undirected;9;2;F
Cersei-Lannister;Joffrey-Baratheon;Undirected;63;2;F
Cersei-Lannister;Lancel-Lannister;Undirected;20;2;F
Cersei-Lannister;Lysa-Arryn;Undirected;5;2;F
Cersei-Lannister;Meryn-Trant;Undirected;11;2;F
Cersei-Lannister;Myrcella-Baratheon;Undirected;4;2;F
Cersei-Lannister;Osfryd-Kettleblack;Undirected;7;2;F
Cersei-Lannister;Osmund-Kettleblack;Undirected;4;2;F
Cersei-Lannister;Osney-Kettleblack;Undirected;3;2;F
Cersei-Lannister;LITTLEFINGER;Undirected;7;2;F
Cersei-Lannister;Polliver;Undirected;3;2;F
Cersei-Lannister;Preston-Greenfield;Undirected;3;2;F
Cersei-Lannister;Pycelle;Undirected;6;2;F
Cersei-Lannister;Rafford;Undirected;3;2;F
Cersei-Lannister;Renly-Baratheon;Undirected;7;2;F
Cersei-Lannister;ROBB;Undirected;15;2;F
Cersei-Lannister;ROBERT;Undirected;12;2;F
Cersei-Lannister;Sandor-Clegane;Undirected;9;2;F
Cersei-Lannister;Sansa-Stark;Undirected;39;2;F
Cersei-Lannister;Shae;Undirected;5;2;F
Cersei-Lannister;Stannis-Baratheon;Undirected;23;2;F
Cersei-Lannister;Tanda-Stokeworth;Undirected;3;2;F
Cersei-Lannister;Tickler;Undirected;5;2;F
Cersei-Lannister;Tommen-Baratheon;Undirected;10;2;F
Cersei-Lannister;Tyrion-Lannister;Undirected;87;2;F
Cersei-Lannister;Tywin-Lannister;Undirected;10;2;F
Cersei-Lannister;VARYS;Undirected;23;2;F
Cersei-Lannister;Vylarr;Undirected;3;2;F
Chataya;Tyrion-Lannister;Undirected;6;2;F
Chayle;Mikken;Undirected;4;2;
Chella;Shae;Undirected;4;2;F
Chella;Tyrion-Lannister;Undirected;3;2;F
Chella;VARYS;Undirected;4;2;F
Chett;JON;Undirected;5;2;M
Chiswyck;Dunsen;Undirected;3;2;M
Chiswyck;Gregor-Clegane;Undirected;4;2;M
Chiswyck;Ilyn-Payne;Undirected;3;2;M
Chiswyck;Joffrey-Baratheon;Undirected;3;2;M
Chiswyck;Meryn-Trant;Undirected;3;2;M
Chiswyck;Polliver;Undirected;4;2;M
Chiswyck;Rafford;Undirected;7;2;M
Chiswyck;Sandor-Clegane;Undirected;3;2;M
Chiswyck;Tickler;Undirected;5;2;M
Chiswyck;Weese;Undirected;6;2;M
Cleos-Frey;NED;Undirected;3;2;F
Cleos-Frey;Jaime-Lannister;Undirected;3;2;F
Cleos-Frey;ROBB;Undirected;11;2;F
Cleos-Frey;Tyrion-Lannister;Undirected;13;2;F
Cley-Cerwyn;Donella-Hornwood;Undirected;3;2;F
Cley-Cerwyn;Rodrik-Cassel;Undirected;4;2;F
Colen-of-Greenpools;Renly-Baratheon;Undirected;3;2;M
Cortnay-Penrose;Davos-Seaworth;Undirected;5;2;M
Cortnay-Penrose;Renly-Baratheon;Undirected;3;2;M
Cortnay-Penrose;Stannis-Baratheon;Undirected;18;2;M
Cortnay-Penrose;Tyrion-Lannister;Undirected;3;2;M
Cortnay-Penrose;VARYS;Undirected;3;2;M
Craster;Dywen;Undirected;7;2;M
Craster;Eddison-Tollett;Undirected;3;2;M
Craster;Jeor-Mormont;Undirected;19;2;M
Craster;JON;Undirected;26;2;M
Craster;Mance-Rayder;Undirected;4;2;M
Craster;SAM;Undirected;10;2;M
Craster;Thoren-Smallwood;Undirected;4;2;M
Cressen;Davos-Seaworth;Undirected;10;2;M
Cressen;Melisandre;Undirected;7;2;M
Cressen;Patchface;Undirected;8;2;M
Cressen;Pylos;Undirected;17;2;M
Cressen;Renly-Baratheon;Undirected;4;2;M
Cressen;ROBERT;Undirected;4;2;M
Cressen;Selyse-Florent;Undirected;3;2;M
Cressen;Shireen-Baratheon;Undirected;6;2;M
Cressen;Stannis-Baratheon;Undirected;21;2;M
Cutjack;Gendry;Undirected;3;2;M
Cutjack;Kurz;Undirected;4;2;M
Cutjack;Tarber;Undirected;3;2;M
DAENERYS;Doreah;Undirected;3;2;F
DAENERYS;DROGO;Undirected;8;2;F
DAENERYS;Irri;Undirected;6;2;F
DAENERYS;Jhiqui;Undirected;7;2;F
DAENERYS;Jhogo;Undirected;12;2;F
DAENERYS;JORAH;Undirected;29;2;F
DAENERYS;Lynesse-Hightower;Undirected;3;2;F
DAENERYS;Mirri-Maz-Duur;Undirected;3;2;F
DAENERYS;Pono;Undirected;4;2;F
DAENERYS;Pyat-Pree;Undirected;14;2;F
DAENERYS;Quaithe;Undirected;5;2;F
DAENERYS;Rakharo;Undirected;4;2;F
DAENERYS;ROBERT;Undirected;4;2;F
DAENERYS;Viserys-Targaryen;Undirected;3;2;F
DAENERYS;Xaro-Xhoan-Daxos;Undirected;13;2;F
Dagmer;Rodrik-Cassel;Undirected;3;2;M
Dagmer;Theon-Greyjoy;Undirected;7;2;M
Dalbridge;Ebben;Undirected;4;2;M
Dalbridge;JON;Undirected;4;2;M
Dalbridge;Qhorin-Halfhand;Undirected;5;2;M
Davos-Seaworth;Devan-Seaworth;Undirected;4;2;M
Davos-Seaworth;Imry-Florent;Undirected;3;2;M
Davos-Seaworth;Matthos-Seaworth;Undirected;3;2;M
Davos-Seaworth;Melisandre;Undirected;20;2;M
Davos-Seaworth;Monford-Velaryon;Undirected;3;2;M
Davos-Seaworth;Pylos;Undirected;9;2;M
Davos-Seaworth;Renly-Baratheon;Undirected;6;2;M
Davos-Seaworth;Salladhor-Saan;Undirected;8;2;M
Davos-Seaworth;Stannis-Baratheon;Undirected;58;2;M
Desmond-Grell;Edmure-Tully;Undirected;4;2;M
Desmond-Grell;Utherydes-Wayn;Undirected;3;2;M
Devan-Seaworth;Renly-Baratheon;Undirected;3;2;M
Devan-Seaworth;Stannis-Baratheon;Undirected;13;2;M
Dolf;Shagga;Undirected;3;2;M
Donella-Hornwood;Leobald-Tallhart;Undirected;3;2;F
Donella-Hornwood;Luwin;Undirected;7;2;F
Donella-Hornwood;Mors-Umber;Undirected;3;2;F
Donella-Hornwood;Ramsay-Snow;Undirected;3;2;F
Donella-Hornwood;Rodrik-Cassel;Undirected;4;2;F
Dontos-Hollard;Joffrey-Baratheon;Undirected;8;2;M
Dontos-Hollard;Moon-Boy;Undirected;5;2;M
Dontos-Hollard;Sansa-Stark;Undirected;17;2;M
Dontos-Hollard;Stannis-Baratheon;Undirected;3;2;M
Dontos-Hollard;Tyrion-Lannister;Undirected;4;2;M
Doran-Martell;Myrcella-Baratheon;Undirected;4;2;M
Doran-Martell;Tyrion-Lannister;Undirected;3;2;M
Doran-Martell;VARYS;Undirected;4;2;M
Drennan;Squint;Undirected;3;2;M
Drennan;Theon-Greyjoy;Undirected;3;2;M
DROGO;JORAH;Undirected;4;2;M
DROGO;Pono;Undirected;4;2;M
DROGO;Viserys-Targaryen;Undirected;3;2;M
Dunsen;Gregor-Clegane;Undirected;4;2;M
Dunsen;Ilyn-Payne;Undirected;3;2;M
Dunsen;Joffrey-Baratheon;Undirected;3;2;M
Dunsen;Meryn-Trant;Undirected;3;2;M
Dunsen;Polliver;Undirected;7;2;M
Dunsen;Rafford;Undirected;6;2;M
Dunsen;Sandor-Clegane;Undirected;3;2;M
Dunsen;Tickler;Undirected;3;2;M
Dunsen;Weese;Undirected;3;2;M
Dywen;Grenn;Undirected;8;2;M
Dywen;JON;Undirected;9;2;M
Ebben;JON;Undirected;10;2;
Ebben;Qhorin-Halfhand;Undirected;8;2;
Ebben;Stonesnake;Undirected;4;2;
NED;Ilyn-Payne;Undirected;5;2;M
NED;Janos-Slynt;Undirected;7;2;M
NED;Joffrey-Baratheon;Undirected;9;2;M
NED;JON;Undirected;9;2;M
NED;Luwin;Undirected;3;2;M
NED;Maron-Greyjoy;Undirected;3;2;M
NED;LITTLEFINGER;Undirected;4;2;M
NED;Renly-Baratheon;Undirected;5;2;M
NED;Rickon-Stark;Undirected;3;2;M
NED;ROBB;Undirected;11;2;M
NED;ROBERT;Undirected;26;2;M
NED;Stannis-Baratheon;Undirected;5;2;M
NED;Theon-Greyjoy;Undirected;17;2;M
NED;Tyrion-Lannister;Undirected;12;2;M
NED;VARYS;Undirected;3;2;M
Eddison-Tollett;Jeor-Mormont;Undirected;4;2;M
Eddison-Tollett;JON;Undirected;11;2;M
Edmure-Tully;Hoster-Tully;Undirected;3;2;M
Edmure-Tully;Jaime-Lannister;Undirected;3;2;M
Edmure-Tully;ROBB;Undirected;12;2;M
Edmure-Tully;Tywin-Lannister;Undirected;8;2;M
Eldon-Estermont;Steffon-Varner;Undirected;3;2;M
Emmon-Cuy;Renly-Baratheon;Undirected;3;2;M
Emmon-Cuy;Robar-Royce;Undirected;3;2;M
Euron-Greyjoy;Theon-Greyjoy;Undirected;4;2;M
Farlen;Theon-Greyjoy;Undirected;6;2;M
Florian-the-Fool;Jonquil;Undirected;8;2;M
Florian-the-Fool;Sansa-Stark;Undirected;3;2;M
Gariss;Murch;Undirected;5;2;M
Garlan-Tyrell;Joffrey-Baratheon;Undirected;4;2;M
Garlan-Tyrell;Loras-Tyrell;Undirected;3;2;M
Gendry;Hot-Pie;Undirected;23;2;M
Gendry;Jaqen-Hghar;Undirected;4;2;M
Gendry;Lommy-Greenhands;Undirected;17;2;M
Gendry;Woth;Undirected;3;2;M
Gendry;Yoren;Undirected;8;2;M
Gregor-Clegane;Ilyn-Payne;Undirected;3;2;M
Gregor-Clegane;Joffrey-Baratheon;Undirected;3;2;M
Gregor-Clegane;Meryn-Trant;Undirected;4;2;M
Gregor-Clegane;Polliver;Undirected;5;2;M
Gregor-Clegane;Rafford;Undirected;6;2;M
Gregor-Clegane;Sandor-Clegane;Undirected;5;2;M
Gregor-Clegane;Tickler;Undirected;5;2;M
Gregor-Clegane;Tywin-Lannister;Undirected;4;2;M
Gregor-Clegane;Weese;Undirected;5;2;M
Grenn;Jeor-Mormont;Undirected;3;2;M
Grenn;SAM;Undirected;6;2;M
Guyard-Morrigen;Renly-Baratheon;Undirected;7;2;M
Gyles-Rosby;Jacelyn-Bywater;Undirected;4;2;M
Gyles-Rosby;Joffrey-Baratheon;Undirected;4;2;M
Gyles-Rosby;Lollys-Stokeworth;Undirected;5;2;M
Gyles-Rosby;Sansa-Stark;Undirected;3;2;M
Gyles-Rosby;Tanda-Stokeworth;Undirected;5;2;M
Gyles-Rosby;Tommen-Baratheon;Undirected;4;2;M
Gyles-Rosby;Tyrion-Lannister;Undirected;3;2;M
Gynir;Wex-Pyke;Undirected;4;2;M
Hake;JON;Undirected;4;2;M
Hallis-Mollen;Wendel-Manderly;Undirected;3;2;M
Hallyne;Joffrey-Baratheon;Undirected;3;2;
Hallyne;Tyrion-Lannister;Undirected;5;2;
Halys-Hornwood;Rodrik-Cassel;Undirected;3;2;M
Harren-Hoare;Nan;Undirected;5;2;M
High-Septon-(fat_one);Tyrion-Lannister;Undirected;4;2;M
High-Septon-(Tyrions);Tyrion-Lannister;Undirected;4;2;M
Hobber-Redwyne;Horas-Redwyne;Undirected;7;2;M
Hodor;Jojen-Reed;Undirected;3;2;M
Hodor;Luwin;Undirected;17;2;M
Hodor;Meera-Reed;Undirected;10;2;M
Hodor;Osha;Undirected;16;2;M
Hodor;Rickon-Stark;Undirected;11;2;M
Hodor;Rodrik-Cassel;Undirected;3;2;M
Hodor;Wyman-Manderly;Undirected;3;2;M
Horas-Redwyne;Joffrey-Baratheon;Undirected;3;2;M
Hoster-Tully;Vyman;Undirected;3;2;M
Hot-Pie;Lommy-Greenhands;Undirected;28;2;M
Hot-Pie;Mebble;Undirected;4;2;M
Hot-Pie;Weasel;Undirected;4;2;M
Hot-Pie;Woth;Undirected;5;2;M
Hot-Pie;Yoren;Undirected;8;2;M
Ilyn-Payne;Joffrey-Baratheon;Undirected;13;2;M
Ilyn-Payne;Meryn-Trant;Undirected;8;2;M
Ilyn-Payne;Polliver;Undirected;3;2;M
Ilyn-Payne;Rafford;Undirected;3;2;M
Ilyn-Payne;Sandor-Clegane;Undirected;8;2;M
Ilyn-Payne;Sansa-Stark;Undirected;9;2;M
Ilyn-Payne;Tickler;Undirected;5;2;M
Irri;Jhiqui;Undirected;3;2;F
Jacelyn-Bywater;Janos-Slynt;Undirected;4;2;F
Jacelyn-Bywater;Joffrey-Baratheon;Undirected;7;2;F
Jacelyn-Bywater;Lancel-Lannister;Undirected;3;2;F
Jacelyn-Bywater;Tommen-Baratheon;Undirected;6;2;F
Jacelyn-Bywater;Tyrion-Lannister;Undirected;16;2;F
Jacelyn-Bywater;VARYS;Undirected;4;2;F
Jaime-Lannister;Joffrey-Baratheon;Undirected;12;2;M
Jaime-Lannister;JON;Undirected;3;2;M
Jaime-Lannister;Mandon-Moore;Undirected;4;2;M
Jaime-Lannister;LITTLEFINGER;Undirected;4;2;M
Jaime-Lannister;Renly-Baratheon;Undirected;9;2;M
Jaime-Lannister;ROBB;Undirected;11;2;M
Jaime-Lannister;ROBERT;Undirected;11;2;M
Jaime-Lannister;Sansa-Stark;Undirected;5;2;M
Jaime-Lannister;Stafford-Lannister;Undirected;3;2;M
Jaime-Lannister;Stannis-Baratheon;Undirected;6;2;M
Jaime-Lannister;Theon-Greyjoy;Undirected;4;2;M
Jaime-Lannister;Tyrion-Lannister;Undirected;25;2;M
Jaime-Lannister;Tysha;Undirected;3;2;M
Jaime-Lannister;Tywin-Lannister;Undirected;5;2;M
Janos-Slynt;Joffrey-Baratheon;Undirected;10;2;M
Janos-Slynt;LITTLEFINGER;Undirected;5;2;M
Janos-Slynt;Tyrion-Lannister;Undirected;26;2;M
Janos-Slynt;VARYS;Undirected;7;2;M
