Source;Target;Type;Weight;book;Gender
Arianne-Martell;Quentyn-Martell;undirected;8;4;F
Arianne-Martell;Ricasso;undirected;3;4;F
Arianne-Martell;Sylva-Santagar;undirected;10;4;F
Arianne-Martell;Timoth;undirected;3;4;F
Arianne-Martell;Tyene-Sand;undirected;4;4;F
Armen;Leo-Tyrell;undirected;3;4;F
Armen;Marwyn;undirected;3;4;F
Armen;Mollander;undirected;3;4;F
Armen;Pate-(novice);undirected;5;4;F
Armen;Roone;undirected;4;4;F
ARYA;Bellegere-Otherys;undirected;3;4;F
ARYA;Brea;undirected;5;4;F
ARYA;Brusco;undirected;6;4;F
ARYA;Dareon;undirected;5;4;F
ARYA;Denyo-Terys;undirected;8;4;F
ARYA;Kindly-Man;undirected;13;4;F
ARYA;Meralyn;undirected;9;4;F
ARYA;Nan;undirected;5;4;F
ARYA;Sandor-Clegane;undirected;3;4;F
ARYA;Sansa-Stark;undirected;4;4;F
ARYA;Syrio-Forel;undirected;4;4;F
ARYA;Talea;undirected;4;4;F
ARYA;Ternesio-Terys;undirected;5;4;F
ARYA;Umma;undirected;6;4;F
ARYA;Waif;undirected;17;4;F
ARYA;Yorko-Terys;undirected;6;4;F
Arys-Oakheart;Doran-Martell;undirected;3;4;M
Arys-Oakheart;Garin-(orphan);undirected;3;4;M
Arys-Oakheart;Gerold-Dayne;undirected;3;4;M
Arys-Oakheart;Myrcella-Baratheon;undirected;18;4;M
Asha-Greyjoy;Balon-Greyjoy;undirected;12;4;F
Asha-Greyjoy;Euron-Greyjoy;undirected;19;4;F
Asha-Greyjoy;Red-Oarsman;undirected;3;4;F
Asha-Greyjoy;Rodrik-Harlaw;undirected;7;4;F
Asha-Greyjoy;Theon-Greyjoy;undirected;6;4;F
Asha-Greyjoy;Tristifer-Botley;undirected;4;4;F
Asha-Greyjoy;Victarion-Greyjoy;undirected;10;4;F
Aurane-Waters;Cersei-Lannister;undirected;9;4;M
Aurane-Waters;Gyles-Rosby;undirected;3;4;M
Aurane-Waters;Harys-Swyft;undirected;5;4;M
Aurane-Waters;Loras-Tyrell;undirected;3;4;M
Aurane-Waters;Margaery-Tyrell;undirected;5;4;M
Aurane-Waters;Orton-Merryweather;undirected;3;4;M
Aurane-Waters;Paxter-Redwyne;undirected;3;4;M
Aurane-Waters;Stannis-Baratheon;undirected;3;4;M
Aurane-Waters;Tommen-Baratheon;undirected;3;4;M
Baelor-Blacktyde;Balon-Greyjoy;undirected;3;4;M
Baelor-Blacktyde;Euron-Greyjoy;undirected;4;4;M
Baelor-Blacktyde;Victarion-Greyjoy;undirected;4;4;M
Baelor-I-Targaryen;Cersei-Lannister;undirected;5;4;M
Balman-Byrch;BRONN;undirected;7;4;M
Balman-Byrch;Cersei-Lannister;undirected;7;4;M
Balman-Byrch;Falyse-Stokeworth;undirected;10;4;M
Balon-Greyjoy;Euron-Greyjoy;undirected;20;4;M
Balon-Greyjoy;Stannis-Baratheon;undirected;4;4;M
Balon-Greyjoy;Victarion-Greyjoy;undirected;13;4;M
Balon-Swann;Gregor-Clegane;undirected;3;4;M
Balon-Swann;Jaime-Lannister;undirected;3;4;M
Balon-Swann;Loras-Tyrell;undirected;4;4;M
Benedar-Belmore;Gilwood-Hunter;undirected;3;4;M
Benedar-Belmore;Horton-Redfort;undirected;5;4;M
Benedar-Belmore;LITTLEFINGER;undirected;5;4;M
Benedar-Belmore;Symond-Templeton;undirected;4;4;M
Beric-Dondarrion;CATELYN;undirected;3;4;M
Beric-Dondarrion;Jaime-Lannister;undirected;7;4;M
Beric-Dondarrion;Mariya-Darry;undirected;5;4;M
Beric-Dondarrion;Sandor-Clegane;undirected;3;4;M
Beric-Dondarrion;Thoros-of-Myr;undirected;5;4;M
Biter;Brienne-of-Tarth;undirected;5;4;M
Blue-Bard;Cersei-Lannister;undirected;7;4;M
Blue-Bard;Lambert-Turnberry;undirected;3;4;M
Blue-Bard;Margaery-Tyrell;undirected;6;4;M
Blue-Bard;Qyburn;undirected;4;4;M
Blue-Bard;Tallad;undirected;3;4;M
Bonifer-Hasty;Jaime-Lannister;undirected;4;4;M
Boros-Blount;Cersei-Lannister;undirected;3;4;M
Boros-Blount;Jaime-Lannister;undirected;3;4;M
Boros-Blount;Meryn-Trant;undirected;4;4;M
Boros-Blount;Osmund-Kettleblack;undirected;8;4;M
Boros-Blount;Osney-Kettleblack;undirected;3;4;M
Bran-Stark;JON;undirected;6;4;M
Bran-Stark;Rickon-Stark;undirected;5;4;M
Bran-Stark;ROBB;undirected;5;4;M
Bran-Stark;Tommen-Baratheon;undirected;3;4;M
Brea;Brusco;undirected;3;4;F
Brea;Talea;undirected;4;4;F
Brella;Sansa-Stark;undirected;4;4;F
Brienne-of-Tarth;CATELYN;undirected;10;4;F
Brienne-of-Tarth;Clarence-Crabb;undirected;4;4;F
Brienne-of-Tarth;Creighton-Longbough;undirected;8;4;F
Brienne-of-Tarth;Dick-Crabb;undirected;21;4;F
Brienne-of-Tarth;Dontos-Hollard;undirected;7;4;F
Brienne-of-Tarth;Elder-Brother;undirected;4;4;F
Brienne-of-Tarth;Gendry;undirected;6;4;F
Brienne-of-Tarth;Hyle-Hunt;undirected;17;4;F
Brienne-of-Tarth;Illifer;undirected;8;4;F
Brienne-of-Tarth;Jaime-Lannister;undirected;18;4;F
Brienne-of-Tarth;Jeyne-Heddle;undirected;4;4;F
Brienne-of-Tarth;Joffrey-Baratheon;undirected;4;4;F
Brienne-of-Tarth;Lysa-Arryn;undirected;3;4;F
Brienne-of-Tarth;Meribald;undirected;17;4;F
Brienne-of-Tarth;Narbert;undirected;6;4;F
Brienne-of-Tarth;Podrick-Payne;undirected;36;4;F
Brienne-of-Tarth;Pyg;undirected;4;4;F
Brienne-of-Tarth;Randyll-Tarly;undirected;8;4;F
Brienne-of-Tarth;Renly-Baratheon;undirected;9;4;F
Brienne-of-Tarth;Sandor-Clegane;undirected;12;4;F
Brienne-of-Tarth;Sansa-Stark;undirected;19;4;F
Brienne-of-Tarth;Shagwell;undirected;9;4;F
Brienne-of-Tarth;Timeon;undirected;5;4;F
Brienne-of-Tarth;Tommen-Baratheon;undirected;3;4;F
Brienne-of-Tarth;Tyrion-Lannister;undirected;3;4;F
Brienne-of-Tarth;Tywin-Lannister;undirected;3;4;F
Brienne-of-Tarth;Willow-Heddle;undirected;5;4;F
BRONN;Cersei-Lannister;undirected;4;4;M
BRONN;Falyse-Stokeworth;undirected;3;4;M
BRONN;Lollys-Stokeworth;undirected;4;4;M
BRONN;Tyrion-Lannister;undirected;4;4;M
Brynden-Tully;CATELYN;undirected;3;4;F
Brynden-Tully;Daven-Lannister;undirected;3;4;F
Brynden-Tully;Edmure-Tully;undirected;15;4;F
Brynden-Tully;Edwyn-Frey;undirected;3;4;F
Brynden-Tully;Emmon-Frey;undirected;7;4;F
Brynden-Tully;Jaime-Lannister;undirected;18;4;F
Brynden-Tully;Lyle-Crakehall;undirected;4;4;F
Brynden-Tully;Ryman-Frey;undirected;3;4;F
Caleotte;Doran-Martell;undirected;8;4;F
Caleotte;Obara-Sand;undirected;5;4;F
CATELYN;Hyle-Hunt;undirected;3;4;F
CATELYN;Jaime-Lannister;undirected;15;4;F
CATELYN;LITTLEFINGER;undirected;3;4;F
CATELYN;Randyll-Tarly;undirected;3;4;F
CATELYN;Renly-Baratheon;undirected;4;4;F
CATELYN;ROBB;undirected;4;4;F
CATELYN;Sansa-Stark;undirected;9;4;F
CATELYN;Tyrion-Lannister;undirected;3;4;F
Cedra;Garin-(orphan);undirected;5;4;F
Cedric-Payne;Podrick-Payne;undirected;3;4;M
Cersei-Lannister;Dorcas;undirected;18;4;F
Cersei-Lannister;Dunsen;undirected;4;4;F
Cersei-Lannister;NED;undirected;3;4;F
Cersei-Lannister;Falyse-Stokeworth;undirected;14;4;F
Cersei-Lannister;Garlan-Tyrell;undirected;3;4;F
Cersei-Lannister;Garth-Tyrell;undirected;3;4;F
Cersei-Lannister;Gregor-Clegane;undirected;6;4;F
Cersei-Lannister;Gyles-Rosby;undirected;18;4;F
Cersei-Lannister;Harys-Swyft;undirected;4;4;F
Cersei-Lannister;High-Septon-(Tyrions);undirected;3;4;F
Cersei-Lannister;High-Sparrow;undirected;24;4;F
Cersei-Lannister;Ilyn-Payne;undirected;6;4;F
Cersei-Lannister;Jaime-Lannister;undirected;49;4;F
Cersei-Lannister;Jalabhar-Xho;undirected;3;4;F
Cersei-Lannister;Jocelyn-Swyft;undirected;13;4;F
Cersei-Lannister;Joffrey-Baratheon;undirected;21;4;F
Cersei-Lannister;JON;undirected;3;4;F
Cersei-Lannister;Kevan-Lannister;undirected;9;4;F
Cersei-Lannister;Lancel-Lannister;undirected;9;4;F
Cersei-Lannister;Loras-Tyrell;undirected;24;4;F
Cersei-Lannister;Mace-Tyrell;undirected;17;4;F
Cersei-Lannister;Maegor-I-Targaryen;undirected;3;4;F
Cersei-Lannister;Maggy;undirected;5;4;F
Cersei-Lannister;Margaery-Tyrell;undirected;67;4;F
Cersei-Lannister;Mark-Mullendore;undirected;3;4;F
Cersei-Lannister;Melara-Hetherspoon;undirected;5;4;F
Cersei-Lannister;Meryn-Trant;undirected;15;4;F
Cersei-Lannister;Moon-Boy;undirected;5;4;F
Cersei-Lannister;Myrcella-Baratheon;undirected;4;4;F
Cersei-Lannister;Olenna-Redwyne;undirected;6;4;F
Cersei-Lannister;Orton-Merryweather;undirected;9;4;F
Cersei-Lannister;Osfryd-Kettleblack;undirected;8;4;F
Cersei-Lannister;Osmund-Kettleblack;undirected;25;4;F
Cersei-Lannister;Osney-Kettleblack;undirected;24;4;F
Cersei-Lannister;LITTLEFINGER;undirected;7;4;F
Cersei-Lannister;Pycelle;undirected;15;4;F
Cersei-Lannister;Qyburn;undirected;27;4;F
Cersei-Lannister;Rafford;undirected;4;4;F
Cersei-Lannister;Raynard;undirected;3;4;F
Cersei-Lannister;Rhaegar-Targaryen;undirected;5;4;F
Cersei-Lannister;ROBERT;undirected;29;4;F
Cersei-Lannister;Sansa-Stark;undirected;6;4;F
Cersei-Lannister;Senelle;undirected;9;4;F
Cersei-Lannister;Stannis-Baratheon;undirected;9;4;F
Cersei-Lannister;Taena-of-Myr;undirected;46;4;F
Cersei-Lannister;Tallad;undirected;4;4;F
Cersei-Lannister;Tommen-Baratheon;undirected;80;4;F
Cersei-Lannister;Tyrion-Lannister;undirected;36;4;F
Cersei-Lannister;Tywin-Lannister;undirected;14;4;F
Cersei-Lannister;Unella;undirected;3;4;F
Cersei-Lannister;VARYS;undirected;7;4;F
Cersei-Lannister;Walder-Frey;undirected;5;4;F
Clement-Piper;Jaime-Lannister;undirected;3;4;M
Cleos-Frey;Jaime-Lannister;undirected;4;4;M
Clydas;SAM;undirected;3;4;
Colemon;Gretchel;undirected;5;4;M
Colemon;Maddy;undirected;5;4;M
Colemon;LITTLEFINGER;undirected;6;4;M
Colemon;Robert-Arryn;undirected;7;4;M
Craster;Gilly;undirected;8;4;M
Craster;Jeor-Mormont;undirected;3;4;M
Craster;JON;undirected;3;4;M
Craster;SAM;undirected;6;4;M
Creighton-Longbough;Illifer;undirected;15;4;M
Creighton-Longbough;Shadrich;undirected;4;4;M
Daemon-Sand;Doran-Martell;undirected;3;4;M
Daemon-Sand;Oberyn-Martell;undirected;3;4;M
Dalla;Gilly;undirected;6;4;
Dareon;Gilly;undirected;7;4;M
Dareon;Lanna-(Happy-Port);undirected;4;4;M
Dareon;SAM;undirected;26;4;M
Daven-Lannister;Emmon-Frey;undirected;3;4;M
Daven-Lannister;Jaime-Lannister;undirected;12;4;M
Denyo-Terys;Ternesio-Terys;undirected;3;4;M
Dick-Crabb;Eustace-Brune;undirected;3;4;M
Dick-Crabb;Jaime-Lannister;undirected;3;4;M
Dick-Crabb;Podrick-Payne;undirected;9;4;M
Dick-Crabb;Renly-Baratheon;undirected;3;4;M
Dontos-Hollard;Joffrey-Baratheon;undirected;4;4;M
Dontos-Hollard;Sansa-Stark;undirected;9;4;M
Dontos-Hollard;Tyrion-Lannister;undirected;3;4;M
Doran-Martell;Gregor-Clegane;undirected;4;4;M
Doran-Martell;Myrcella-Baratheon;undirected;6;4;M
Doran-Martell;Nymeria-Sand;undirected;4;4;M
Doran-Martell;Obara-Sand;undirected;8;4;M
Doran-Martell;Oberyn-Martell;undirected;5;4;M
Doran-Martell;Tyene-Sand;undirected;6;4;M
Doran-Martell;Tywin-Lannister;undirected;4;4;M
Dorcas;Jocelyn-Swyft;undirected;8;4;M
Dorcas;Margaery-Tyrell;undirected;3;4;M
Dorcas;Osney-Kettleblack;undirected;3;4;M
Dorcas;Qyburn;undirected;3;4;M
Dorcas;Taena-of-Myr;undirected;6;4;M
Dunsen;Gregor-Clegane;undirected;3;4;M
Dunsen;Ilyn-Payne;undirected;4;4;M
Dunsen;Meryn-Trant;undirected;4;4;M
Dunsen;Rafford;undirected;4;4;M
Dunstan-Drumm;Rodrik-Harlaw;undirected;3;4;M
Dunstan-Drumm;Victarion-Greyjoy;undirected;3;4;M
NED;Joffrey-Baratheon;undirected;3;4;M
NED;Jon-Arryn;undirected;4;4;M
NED;JON;undirected;4;4;M
NED;Pycelle;undirected;3;4;M
NED;ROBERT;undirected;3;4;M
NED;Stannis-Baratheon;undirected;3;4;M
NED;Tyrion-Lannister;undirected;4;4;M
Eddison-Tollett;JON;undirected;5;4;M
Eddison-Tollett;SAM;undirected;4;4;M
Edmure-Tully;Emmon-Frey;undirected;11;4;M
Edmure-Tully;Forley-Prester;undirected;3;4;M
Edmure-Tully;Ilyn-Payne;undirected;4;4;M
Edmure-Tully;Jaime-Lannister;undirected;24;4;M
Edmure-Tully;Roslin-Frey;undirected;4;4;M
Edmure-Tully;Ryman-Frey;undirected;5;4;M
Edmure-Tully;Tommen-Baratheon;undirected;4;4;M
Edmure-Tully;Walder-Frey;undirected;4;4;M
Edwyn-Frey;Jaime-Lannister;undirected;9;4;M
Edwyn-Frey;Ryman-Frey;undirected;5;4;M
Edwyn-Frey;Walder-Rivers;undirected;8;4;M
Elder-Brother;Meribald;undirected;3;4;M
Elder-Brother;Narbert;undirected;4;4;M
Elia-Martell;Tywin-Lannister;undirected;3;4;F
Elinor-Tyrell;Margaery-Tyrell;undirected;5;4;M
Elinor-Tyrell;Megga-Tyrell;undirected;10;4;M
Elinor-Tyrell;Tallad;undirected;3;4;M
Emmon-Frey;Forley-Prester;undirected;3;4;M
Emmon-Frey;Genna-Lannister;undirected;5;4;M
Emmon-Frey;Jaime-Lannister;undirected;8;4;M
Emmon-Frey;Ryman-Frey;undirected;4;4;M
Emmon-Frey;Tywin-Lannister;undirected;3;4;M
Euron-Greyjoy;Hotho-Harlaw;undirected;4;4;M
Euron-Greyjoy;Humfrey-Hewett;undirected;3;4;M
Euron-Greyjoy;Nute;undirected;4;4;M
Euron-Greyjoy;Quellon-Greyjoy;undirected;3;4;M
Euron-Greyjoy;Red-Oarsman;undirected;6;4;M
Euron-Greyjoy;Rodrik-Harlaw;undirected;4;4;M
Euron-Greyjoy;Sawane-Botley;undirected;3;4;M
Euron-Greyjoy;Victarion-Greyjoy;undirected;43;4;M
Falyse-Stokeworth;Qyburn;undirected;7;4;M
Garin-(orphan);Gerold-Dayne;undirected;5;4;M
Garin-(orphan);Myrcella-Baratheon;undirected;5;4;M
Garin-(orphan);Nymeria-Sand;undirected;3;4;M
Garin-(orphan);Sylva-Santagar;undirected;8;4;M
Garin-(orphan);Tyene-Sand;undirected;5;4;M
Garrett-Paege;Jaime-Lannister;undirected;3;4;M
Gendry;Willow-Heddle;undirected;3;4;M
Genna-Lannister;Jaime-Lannister;undirected;7;4;F
Genna-Lannister;Tywin-Lannister;undirected;3;4;F
Gerold-Dayne;Myrcella-Baratheon;undirected;6;4;M
Gerold-Grafton;Terrance-Lynderly;undirected;3;4;M
Gilly;JON;undirected;15;4;M
Gilly;Kojja-Mo;undirected;7;4;M
Gilly;Melisandre;undirected;3;4;M
Gilly;SAM;undirected;41;4;M
Gilwood-Hunter;Horton-Redfort;undirected;6;4;M
Gilwood-Hunter;Lysa-Arryn;undirected;3;4;M
Gilwood-Hunter;Symond-Templeton;undirected;4;4;M
Gormon-Tyrell;Walgrave;undirected;3;4;M
Gorold-Goodbrother;Victarion-Greyjoy;undirected;3;4;M
Gregor-Clegane;Ilyn-Payne;undirected;4;4;M
Gregor-Clegane;Jaime-Lannister;undirected;5;4;M
Gregor-Clegane;Meryn-Trant;undirected;3;4;M
Gregor-Clegane;Pycelle;undirected;3;4;M
Gregor-Clegane;Qyburn;undirected;6;4;M
Gregor-Clegane;Rafford;undirected;4;4;M
Gregor-Clegane;Sandor-Clegane;undirected;5;4;M
Gregor-Clegane;Tywin-Lannister;undirected;5;4;M
Grenn;JON;undirected;3;4;M
Grenn;Pypar;undirected;5;4;M
Gretchel;Maddy;undirected;9;4;F
Gretchel;Robert-Arryn;undirected;4;4;F
Gretchel;Sansa-Stark;undirected;3;4;F
Gyles-Grafton;Robert-Arryn;undirected;3;4;M
Gyles-Grafton;Terrance-Lynderly;undirected;5;4;M
Gyles-Rosby;Harys-Swyft;undirected;6;4;M
Gyles-Rosby;Mace-Tyrell;undirected;3;4;M
Gyles-Rosby;Margaery-Tyrell;undirected;5;4;M
Gyles-Rosby;Orton-Merryweather;undirected;4;4;M
Gyles-Rosby;Pycelle;undirected;12;4;M
Gyles-Rosby;Qyburn;undirected;4;4;M
Harras-Harlaw;Victarion-Greyjoy;undirected;3;4;M
Harrold-Hardyng;Robert-Arryn;undirected;4;4;M
Harrold-Hardyng;Yohn-Royce;undirected;3;4;M
Harys-Swyft;Orton-Merryweather;undirected;3;4;M
Harys-Swyft;Pycelle;undirected;8;4;M
Harys-Swyft;Stannis-Baratheon;undirected;3;4;M
Harys-Swyft;Taena-of-Myr;undirected;3;4;M
Harys-Swyft;Tommen-Baratheon;undirected;3;4;M
High-Septon-(Tyrions);Tyrion-Lannister;undirected;5;4;M
High-Sparrow;Maegor-I-Targaryen;undirected;4;4;M
High-Sparrow;Margaery-Tyrell;undirected;11;4;M
High-Sparrow;Osney-Kettleblack;undirected;4;4;M
High-Sparrow;Taena-of-Myr;undirected;4;4;M
High-Sparrow;Tommen-Baratheon;undirected;7;4;M
Horton-Redfort;Yohn-Royce;undirected;3;4;M
Hotho-Harlaw;Rodrik-Harlaw;undirected;4;4;M
Hotho-Harlaw;Sigfryd-Harlaw;undirected;4;4;M
Hotho-Harlaw;Victarion-Greyjoy;undirected;4;4;M
Hugo-Vance;Jaime-Lannister;undirected;3;4;M
Humfrey-Hewett;Victarion-Greyjoy;undirected;4;4;M
Hyle-Hunt;Meribald;undirected;9;4;M
Hyle-Hunt;Podrick-Payne;undirected;19;4;M
Hyle-Hunt;Randyll-Tarly;undirected;5;4;M
Hyle-Hunt;Sandor-Clegane;undirected;3;4;M
Hyle-Hunt;Sansa-Stark;undirected;3;4;M
Ilyn-Payne;Jaime-Lannister;undirected;30;4;M
Ilyn-Payne;Lyle-Crakehall;undirected;6;4;M
Ilyn-Payne;Meryn-Trant;undirected;5;4;M
Ilyn-Payne;Rafford;undirected;4;4;M
Jaehaerys-I-Targaryen;Maegor-I-Targaryen;undirected;3;4;M
Jaime-Lannister;Josmyn-Peckledon;undirected;14;4;M
Jaime-Lannister;Joy-Hill;undirected;3;4;M
Jaime-Lannister;Karyl-Vance;undirected;4;4;M
Jaime-Lannister;Kevan-Lannister;undirected;6;4;M
Jaime-Lannister;Lancel-Lannister;undirected;22;4;M
Jaime-Lannister;Lewys-Piper;undirected;3;4;M
Jaime-Lannister;Loras-Tyrell;undirected;10;4;M
Jaime-Lannister;Lyle-Crakehall;undirected;9;4;M
Jaime-Lannister;Mace-Tyrell;undirected;5;4;M
Jaime-Lannister;Margaery-Tyrell;undirected;10;4;M
Jaime-Lannister;Mariya-Darry;undirected;6;4;M
Jaime-Lannister;Melara-Hetherspoon;undirected;3;4;M
Jaime-Lannister;Olenna-Redwyne;undirected;3;4;M
Jaime-Lannister;Osmund-Kettleblack;undirected;17;4;M
Jaime-Lannister;Pia;undirected;10;4;M
Jaime-Lannister;Pycelle;undirected;10;4;M
Jaime-Lannister;Qyburn;undirected;4;4;M
Jaime-Lannister;Rafford;undirected;3;4;M
Jaime-Lannister;Renly-Baratheon;undirected;6;4;M
Jaime-Lannister;Rennifer-Longwaters;undirected;3;4;M
Jaime-Lannister;Rhaegar-Targaryen;undirected;7;4;M
Jaime-Lannister;ROBB;undirected;4;4;M
Jaime-Lannister;ROBERT;undirected;12;4;M
Jaime-Lannister;Ronnet-Connington;undirected;4;4;M
Jaime-Lannister;Ryman-Frey;undirected;13;4;M
Jaime-Lannister;Sandor-Clegane;undirected;9;4;M
Jaime-Lannister;Sansa-Stark;undirected;6;4;M
Jaime-Lannister;Shadrich;undirected;3;4;M
Jaime-Lannister;Shitmouth;undirected;3;4;M
Jaime-Lannister;Sybell-Spicer;undirected;4;4;M
Jaime-Lannister;Taena-of-Myr;undirected;4;4;M
Jaime-Lannister;Thoros-of-Myr;undirected;3;4;M
Jaime-Lannister;Tommen-Baratheon;undirected;26;4;M
Jaime-Lannister;Tyrion-Lannister;undirected;15;4;M
Jaime-Lannister;Tywin-Lannister;undirected;14;4;M
Jaime-Lannister;Vargo-Hoat;undirected;6;4;M
Jaime-Lannister;VARYS;undirected;11;4;M
Jaime-Lannister;Walder-Frey;undirected;5;4;M
Jaime-Lannister;Walder-Rivers;undirected;4;4;M
Jaime-Lannister;Wylis-Manderly;undirected;3;4;M
Jaime-Lannister;Zollo;undirected;3;4;M
Jalabhar-Xho;Lambert-Turnberry;undirected;3;4;M
Jalabhar-Xho;Tallad;undirected;3;4;M
Jeor-Mormont;SAM;undirected;3;4;M
Jeyne-Farman;Melara-Hetherspoon;undirected;4;4;F
Jeyne-Westerling;ROBB;undirected;3;4;F
Jocelyn-Swyft;Osmund-Kettleblack;undirected;3;4;M
Jocelyn-Swyft;Qyburn;undirected;3;4;M
Jocelyn-Swyft;Taena-of-Myr;undirected;4;4;M
Joffrey-Baratheon;Mace-Tyrell;undirected;3;4;M
Joffrey-Baratheon;Margaery-Tyrell;undirected;6;4;M
Joffrey-Baratheon;Myrcella-Baratheon;undirected;6;4;M
Joffrey-Baratheon;Qyburn;undirected;3;4;M
Joffrey-Baratheon;ROBERT;undirected;5;4;M
Joffrey-Baratheon;Sandor-Clegane;undirected;4;4;M
Joffrey-Baratheon;Sansa-Stark;undirected;6;4;M
Joffrey-Baratheon;Tommen-Baratheon;undirected;23;4;M
Joffrey-Baratheon;Tyrion-Lannister;undirected;9;4;M
Jon-Arryn;Lysa-Arryn;undirected;3;4;M
Jon-Arryn;LITTLEFINGER;undirected;3;4;M
Jon-Arryn;ROBERT;undirected;3;4;M
Jon-Arryn;Tyrion-Lannister;undirected;3;4;M
JON;ROBB;undirected;3;4;M
JON;SAM;undirected;31;4;M
