Source;Target;Weight;Season;Gender
JON;MAESTER_AEMON;18;5;M
SELYSE;STANNIS;18;5;F
BLACK_HAIRED_PROSTITUTE;TYRION;17;5;M
DAARIO;JORAH;17;5;M
HIGH_SPARROW;MARGAERY;17;5;M
MAESTER_AEMON;SAM;17;5;M
MALKO;TYRION;17;5;M
ARYA;MERYN_TRANT;16;5;F
DAARIO;MISSANDEI;16;5;M
JAIME;TRYSTANE;16;5;M
JON;LOBODA;16;5;M
LITTLEFINGER;OLENNA;16;5;M
MISSANDEI;TYRION;16;5;F
ROOSE_BOLTON;SANSA;16;5;M
AREO;ELLARIA;15;5;M
AREO;MYRCELLA;15;5;M
BRIENNE;SANSA;15;5;F
CERSEI;LORAS;15;5;F
LORAS;OLYVAR;15;5;M
ALLISER_THORNE;SAM;14;5;M
BRONN;LOLLYS;14;5;M
CERSEI;SEPTA_UNELLA;14;5;F
DAENERYS;GREY_WORM;14;5;F
LANCEL;LITTLEFINGER;14;5;M
LITTLEFINGER;RAMSAY;14;5;M
MANCE;STANNIS;14;5;M
MARGAERY;OLENNA;14;5;F
NYMERIA;TYENE;14;5;M
ARYA;THIN_MAN;13;5;F
CERSEI;HIGH_SEPTON;13;5;F
CERSEI;MERYN_TRANT;13;5;F
DAVOS;MELISANDRE;13;5;M
HIZDAHR;TYRION;13;5;M
MELISANDRE;SELYSE;13;5;F
MYRANDA;THEON;13;5;F
BRONN;DORNISH_RIDER;12;5;M
CERSEI;MELARA;12;5;F
CERSEI;TYWIN;12;5;F
EDDISON_TOLLETT;JON;12;5;M
JORAH;MALKO;12;5;M
LORD_OF_BONES;TORMUND;12;5;M
BRAND;DERRYK;11;5;M
ELLARIA;OBARA;11;5;F
ELLARIA;TYENE;11;5;F
HIGH_SEPTON;OLYVAR;11;5;M
JAQEN;THIN_MAN;11;5;M
DAVOS;OLLY;10;5;M
ELLARIA;MYRCELLA;10;5;F
OLLY;STANNIS;10;5;F
PYCELLE;QYBURN;10;5;M
BRIENNE;STANNIS;9;5;F
BRONN;MYRCELLA;9;5;M
DAENERYS;VARYS;9;5;F
DAVOS;SELYSE;9;5;M
DORAN;MYRCELLA;9;5;M
DORAN;TRYSTANE;9;5;M
HIGH_SPARROW;OLYVAR;9;5;M
JORAH;MISSANDEI;9;5;M
LITTLEFINGER;ROYCE;9;5;M
LORAS;OLENNA;9;5;M
LORAS;TOMMEN;9;5;M
MACE;QYBURN;9;5;M
MELISANDRE;SHIREEN;9;5;F
RAMSAY;WALDA;9;5;M
ALLISER_THORNE;OLLY;8;5;M
AREO;TRYSTANE;8;5;M
BRIENNE;RENLY;8;5;F
GILLY;LITTLE_SAM;8;5;M
HIGH_SPARROW;TOMMEN;8;5;M
HIZDAHR;MISSANDEI;8;5;M
JANOS;SAM;8;5;M
KARSI;LOBODA;8;5;
LANCEL;LORAS;8;5;M
ROOSE_BOLTON;THEON;8;5;M
SANSA;WALDA;8;5;F
TYRION;TYWIN;8;5;M
AREO;OBARA;7;5;M
BARRISTAN;DAARIO;7;5;M
BRONN;OBARA;7;5;M
CATELYN;SANSA;7;5;F
CERSEI;MYRCELLA;7;5;F
DERRYK;SAM;7;5;M
GILLY;OLLY;7;5;M
GREY_WORM;JORAH;7;5;M
HIZDAHR;MOSSADOR;7;5;M
MACE;MERYN_TRANT;7;5;M
MACE;PYCELLE;7;5;M
MARGAERY;OLYVAR;7;5;F
OWNER;TYRION;7;5;M
PODRICK;SANSA;7;5;M
RAMSAY;STANNIS;7;5;M
ALLISER_THORNE;JANOS;6;5;M
BRAND;SAM;6;5;M
BRONN;DORAN;6;5;M
BRONN;TRYSTANE;6;5;M
CERSEI;TYRION;6;5;F
DAARIO;MOSSADOR;6;5;M
EDDISON_TOLLETT;SAM;6;5;M
ELLARIA;OBERYN;6;5;F
GILLY;JON;6;5;M
GILLY;SELYSE;6;5;M
HIGH_SEPTON;LANCEL;6;5;M
HIGH_SEPTON;QYBURN;6;5;M
JAIME;TYWIN;6;5;M
JON;SELYSE;6;5;M
JORAH;VARYS;6;5;M
LITTLE_SAM;SAM;6;5;M
MADAME;MERYN_TRANT;6;5;F
MANCE;TORMUND;6;5;M
MYRANDA;WALDA;6;5;F
MYRCELLA;OBARA;6;5;F
NYMERIA;OBARA;6;5;M
OBARA;TYENE;6;5;F
ROOSE_BOLTON;WALDA;6;5;M
ALLISER_THORNE;STANNIS;5;5;M
BRAN;RICKON;5;5;M
BRAN;THEON;5;5;M
BRIENNE;CATELYN;5;5;F
BRONN;NYMERIA;5;5;M
CATELYN;LITTLEFINGER;5;5;F
CERSEI;ROBERT;5;5;F
DAENERYS;OWNER;5;5;F
DERRYK;GILLY;5;5;M
DORAN;OBERYN;5;5;M
EDDISON_TOLLETT;OLLY;5;5;M
ELLARIA;NYMERIA;5;5;F
HIGH_SEPTON;MACE;5;5;M
JON;LORD_OF_BONES;5;5;M
KEVAN;TOMMEN;5;5;M
LITTLEFINGER;STANNIS;5;5;M
MELISANDRE;SAM;5;5;F
NED;STANNIS;5;5;M
PODRICK;STANNIS;5;5;M
RICKON;THEON;5;5;M
SAM;SELYSE;5;5;M
ALLISER_THORNE;DAVOS;4;5;M
ALLISER_THORNE;EDDISON_TOLLETT;4;5;M
ALLISER_THORNE;MAESTER_AEMON;4;5;M
ALLISER_THORNE;TORMUND;4;5;M
AREO;NYMERIA;4;5;M
AREO;TYENE;4;5;M
ARYA;MACE;4;5;F
BARRISTAN;MOSSADOR;4;5;M
CERSEI;OLYVAR;4;5;F
CERSEI;ROOSE_BOLTON;4;5;F
CERSEI;VARYS;4;5;F
DORNISH_RIDER;JAIME;4;5;M
EDDISON_TOLLETT;STANNIS;4;5;M
ELLARIA;TRYSTANE;4;5;F
GILLY;MAESTER_AEMON;4;5;M
GILLY;STANNIS;4;5;M
HIGH_SEPTON;HIGH_SPARROW;4;5;M
HIGH_SPARROW;RENLY;4;5;M
HIGH_SPARROW;ROBERT;4;5;M
HIZDAHR;JORAH;4;5;M
JAIME;TYENE;4;5;M
JON;NIGHT_KING;4;5;M
JORAH;OWNER;4;5;M
LITTLEFINGER;ROBIN;4;5;M
LITTLEFINGER;THEON;4;5;M
LOBODA;TORMUND;4;5;
MERYN_TRANT;QYBURN;4;5;M
MYRANDA;ROOSE_BOLTON;4;5;F
QUICK;STRONG;4;5;M
ROBERT;STANNIS;4;5;M
ROOSE_BOLTON;STANNIS;4;5;M
ROOSE_BOLTON;TYWIN;4;5;M
SAM;SHIREEN;4;5;M
SANSA;YOHN_ROYCE;4;5;F
THEON;WALDA;4;5;M
AEGON;MAESTER_AEMON;3;5;M
AERYS;DAENERYS;3;5;M
ARYA;NED;3;5;F
ARYA;TYCHO;3;5;F
BARRISTAN;GREY_WORM;3;5;M
BARRISTAN;RHAEGAR;3;5;M
BRAN;SANSA;3;5;M
CERSEI;JOFFREY;3;5;F
CERSEI;OBERYN;3;5;F
CERSEI;SANSA;3;5;F
DORAN;TOMMEN;3;5;M
EDDISON_TOLLETT;JANOS;3;5;M
GILLY;JANOS;3;5;M
GREY_WORM;MOSSADOR;3;5;M
GREY_WORM;TYRION;3;5;M
JAIME;LOLLYS;3;5;M
JAIME;OBARA;3;5;M
JAIME;TYRION;3;5;M
JAIME;VARYS;3;5;M
JANOS;OLLY;3;5;M
JANOS;STANNIS;3;5;M
JEOR;JON;3;5;M
JOFFREY;MARGAERY;3;5;M
JOFFREY;TOMMEN;3;5;M
JON;OTHELL_YARWYCK;3;5;M
JON;ROBB;3;5;M
KEVAN;LANCEL;3;5;M
KEVAN;PYCELLE;3;5;M
KEVAN;QYBURN;3;5;M
LITTLE_SAM;OLLY;3;5;M
LITTLEFINGER;LYANNA;3;5;M
LITTLEFINGER;LYSA;3;5;M
LITTLEFINGER;NED;3;5;M
LITTLEFINGER;PODRICK;3;5;M
LITTLEFINGER;YOHN_ROYCE;3;5;M
LORD_WEEBLY;SAM;3;5;M
LYANNA;SANSA;3;5;F
MANCE;MELISANDRE;3;5;M
NED;ROBERT;3;5;M
NED;SANSA;3;5;M
OBARA;OBERYN;3;5;F
PODRICK;RENLY;3;5;M
PODRICK;TYRION;3;5;M
RICKON;SANSA;3;5;M
ROYCE;SANSA;3;5;M
SANSA;STANNIS;3;5;F
SHAE;TYRION;3;5;F
SHAE;TYWIN;3;5;F
STANNIS;TORMUND;3;5;M
AEGON;RHAENYRA;2;5;M
AERYS;BARRISTAN;2;5;M
ALLISER_THORNE;DENYS;2;5;M
ALLISER_THORNE;MANCE;2;5;M
ARYA;MADAME;2;5;F
ARYA;MOUNTAIN;2;5;F
ARYA;SANSA;2;5;F
ARYA;WALDER;2;5;F
BARRISTAN;HIZDAHR;2;5;M
BRIAN;JON;2;5;M
BRIENNE;ROBERT;2;5;F
BRIENNE;SELWYN;2;5;F
BRONN;CERSEI;2;5;M
BRONN;FALYSE;2;5;M
CATELYN;NED;2;5;F
CATELYN;ROBB;2;5;F
CERSEI;ELLARIA;2;5;F
CERSEI;JORAH;2;5;F
CERWYN;RAMSAY;2;5;M
DAARIO;QUICK;2;5;M
DAARIO;STRONG;2;5;M
DAENERYS;QUICK;2;5;F
DAENERYS;ROBERT;2;5;F
DAENERYS;STRONG;2;5;F
DAVOS;EDDISON_TOLLETT;2;5;M
DAVOS;SAM;2;5;M
DORAN;OBARA;2;5;M
DORAN;TYENE;2;5;M
EDDISON_TOLLETT;GILLY;2;5;M
EDDISON_TOLLETT;LITTLE_SAM;2;5;M
EDDISON_TOLLETT;PYP;2;5;M
EDDISON_TOLLETT;TORMUND;2;5;M
GILLY;MELISANDRE;2;5;M
GRENN;PYP;2;5;M
HIGH_SEPTON;PYCELLE;2;5;M
HIGH_SPARROW;MERYN_TRANT;2;5;M
HIGH_SPARROW;SEPTA_UNELLA;2;5;M
HIZDAHR;OWNER;2;5;M
HIZDAHR;QUICK;2;5;M
HIZDAHR;STRONG;2;5;M
JAIME;LITTLEFINGER;2;5;M
JAIME;NYMERIA;2;5;M
JAIME;TOMMEN;2;5;M
JAQEN;MACE;2;5;M
JAQEN;MERYN_TRANT;2;5;M
JEOR;SAM;2;5;M
JOFFREY;RENLY;2;5;M
JOFFREY;ROBERT;2;5;M
JOFFREY;SANSA;2;5;M
JOFFREY;TYRION;2;5;M
JOFFREY;TYWIN;2;5;M
JON;LITTLE_SAM;2;5;M
JON;LORD_WEEBLY;2;5;M
JON;ROOSE_BOLTON;2;5;M
JON;SHIREEN;2;5;M
JORAH;MOSSADOR;2;5;M
KARSI;NIGHT_KING;2;5;
KEVAN;TYWIN;2;5;M
LANCEL;OLYVAR;2;5;M
LANCEL;PYCELLE;2;5;M
LITTLE_SAM;MELISANDRE;2;5;M
LITTLE_SAM;STANNIS;2;5;M
LITTLEFINGER;LORAS;2;5;M
LITTLEFINGER;MYRANDA;2;5;M
LITTLEFINGER;OLYVAR;2;5;M
LITTLEFINGER;RENLY;2;5;M
LITTLEFINGER;ROBB;2;5;M
LITTLEFINGER;TOMMEN;2;5;M
LITTLEFINGER;WALDA;2;5;M
LOLLYS;TANDA;2;5;F
LORAS;TYWIN;2;5;M
LYANNA_MORMONT;STANNIS;2;5;F
MACE;MERYN_TRANT;2;5;M
MACE;THIN_MAN;2;5;M
MACE;TOMMEN;2;5;M
MAESTER_WOLKAN;ROOSE_BOLTON;2;5;M
MAGGY;MELARA;2;5;F
MAGGY;ROBERT;2;5;F
MAGNAR;SAM;2;5;M
MANCE;SAM;2;5;M
MARGAERY;ROBERT;2;5;F
MELISANDRE;OLLY;2;5;F
MERYN_TRANT;MOUNTAIN;2;5;M
MERYN_TRANT;THIN_MAN;2;5;M
MOSSADOR;TYRION;2;5;M
NED;THEON;2;5;M
OLENNA;OLYVAR;2;5;F
OLYVAR;TOMMEN;2;5;M
PYCELLE;VARYS;2;5;M
QUICK;TYRION;2;5;M
RANDYLL;SAM;2;5;M
RHAEGAR;ROBERT;2;5;M
ROBB;SANSA;2;5;M
ROBB;THEON;2;5;M
ROBERT;TYWIN;2;5;M
ROBERT;VARYS;2;5;M
ROBIN;ROYCE;2;5;M
ROBIN;SANSA;2;5;M
STANNIS;STEFFON;2;5;M
STRONG;TYRION;2;5;M
THIN_MAN;WAIF;2;5;M
TOMMEN;TYWIN;2;5;M
TYCHO;JAQEN;2;5;M
TYCHO;MERYN_TRANT;2;5;M
TYCHO;THIN_MAN;2;5;M
