Source,Target,Type,Weight,book
CATELYN,Edmure-Tully,Undirected,7,1
CATELYN,Eon-Hunter,Undirected,3,1
CATELYN,Hallis-Mollen,Undirected,10,1
CATELYN,Hoster-Tully,Undirected,6,1
CATELYN,Jaime-Lannister,Undirected,9,1
CATELYN,Joffrey-Baratheon,Undirected,4,1
CATELYN,Jon-Arryn,Undirected,11,1
CATELYN,JON,Undirected,14,1
CATELYN,Jon-Umber-(Greatjon),Undirected,4,1
CATELYN,Luwin,Undirected,14,1
CATELYN,Lysa-Arryn,Undirected,33,1
CATELYN,Marillion,Undirected,6,1
CATELYN,Masha-Heddle,Undirected,5,1
CATELYN,Moreo-Tumitis,Undirected,3,1
CATELYN,Mya-Stone,Undirected,9,1
CATELYN,Mychel-Redfort,Undirected,3,1
CATELYN,Nestor-Royce,Undirected,3,1
CATELYN,LITTLEFINGER,Undirected,22,1
CATELYN,Rickard-Karstark,Undirected,6,1
CATELYN,Rickon-Stark,Undirected,3,1
CATELYN,ROBB,Undirected,49,1
CATELYN,Robert-Arryn,Undirected,3,1
CATELYN,ROBERT,Undirected,22,1
CATELYN,Rodrik-Cassel,Undirected,25,1
CATELYN,Sansa-Stark,Undirected,9,1
CATELYN,Stevron-Frey,Undirected,5,1
CATELYN,Theon-Greyjoy,Undirected,9,1
CATELYN,Tyrion-Lannister,Undirected,49,1
CATELYN,Tytos-Blackwood,Undirected,4,1
CATELYN,Tywin-Lannister,Undirected,7,1
CATELYN,Vardis-Egen,Undirected,5,1
CATELYN,VARYS,Undirected,10,1
CATELYN,Walder-Frey,Undirected,13,1
CATELYN,Wendel-Manderly,Undirected,3,1
CATELYN,Willis-Wode,Undirected,5,1
Cayn,NED,Undirected,7,1
Cayn,Renly-Baratheon,Undirected,3,1
Cayn,Tomard,Undirected,6,1
Cersei-Lannister,NED,Undirected,69,1
Cersei-Lannister,Ilyn-Payne,Undirected,4,1
Cersei-Lannister,Jaime-Lannister,Undirected,16,1
Cersei-Lannister,Janos-Slynt,Undirected,4,1
Cersei-Lannister,Joffrey-Baratheon,Undirected,42,1
Cersei-Lannister,Jon-Arryn,Undirected,7,1
Cersei-Lannister,JON,Undirected,4,1
Cersei-Lannister,Jory-Cassel,Undirected,5,1
Cersei-Lannister,Meryn-Trant,Undirected,4,1
Cersei-Lannister,Mordane,Undirected,3,1
Cersei-Lannister,Myrcella-Baratheon,Undirected,7,1
Cersei-Lannister,LITTLEFINGER,Undirected,13,1
Cersei-Lannister,Pycelle,Undirected,9,1
Cersei-Lannister,Renly-Baratheon,Undirected,5,1
Cersei-Lannister,ROBERT,Undirected,72,1
Cersei-Lannister,Sandor-Clegane,Undirected,5,1
Cersei-Lannister,Sansa-Stark,Undirected,29,1
Cersei-Lannister,Stannis-Baratheon,Undirected,5,1
Cersei-Lannister,Tommen-Baratheon,Undirected,4,1
Cersei-Lannister,Tyrion-Lannister,Undirected,27,1
Cersei-Lannister,Tywin-Lannister,Undirected,10,1
Cersei-Lannister,VARYS,Undirected,19,1
Cersei-Lannister,Vayon-Poole,Undirected,4,1
Chella,Tyrion-Lannister,Undirected,5,1
Chett,JON,Undirected,4,1
Chett,SAM,Undirected,6,1
Chiggen,Tyrion-Lannister,Undirected,5,1
Chiggen,Willis-Wode,Undirected,3,1
Clement-Piper,Karyl-Vance,Undirected,4,1
Cohollo,DAENERYS,Undirected,7,1
Cohollo,DROGO,Undirected,9,1
Cohollo,Haggo,Undirected,7,1
Cohollo,Qotho,Undirected,6,1
Colemon,Vardis-Egen,Undirected,4,1
Conn,Coratt,Undirected,5,1
Conn,Shagga,Undirected,9,1
Conn,Tyrion-Lannister,Undirected,6,1
DAENERYS,Doreah,Undirected,15,1
DAENERYS,DROGO,Undirected,101,1
DAENERYS,NED,Undirected,5,1
DAENERYS,Eroeh,Undirected,5,1
DAENERYS,Haggo,Undirected,12,1
DAENERYS,Illyrio-Mopatis,Undirected,24,1
DAENERYS,Irri,Undirected,25,1
DAENERYS,Jhiqui,Undirected,26,1
DAENERYS,Jhogo,Undirected,17,1
DAENERYS,JORAH,Undirected,75,1
DAENERYS,Mirri-Maz-Duur,Undirected,31,1
DAENERYS,Qotho,Undirected,18,1
DAENERYS,Quaro,Undirected,5,1
DAENERYS,Rakharo,Undirected,4,1
DAENERYS,Rhaegar-Targaryen,Undirected,4,1
DAENERYS,ROBERT,Undirected,11,1
DAENERYS,VARYS,Undirected,5,1
DAENERYS,Viserys-Targaryen,Undirected,37,1
Danwell-Frey,Hosteen-Frey,Undirected,3,1
Danwell-Frey,Jared-Frey,Undirected,3,1
Danwell-Frey,Walder-Frey,Undirected,3,1
Dareon,JON,Undirected,6,1
Daryn-Hornwood,NED,Undirected,3,1
Daryn-Hornwood,Torrhen-Karstark,Undirected,3,1
Desmond,NED,Undirected,4,1
Dolf,Shagga,Undirected,7,1
Donal-Noye,JON,Undirected,7,1
Doreah,DROGO,Undirected,5,1
Doreah,Irri,Undirected,14,1
Doreah,Jhiqui,Undirected,11,1
Doreah,JORAH,Undirected,3,1
Doreah,Viserys-Targaryen,Undirected,3,1
DROGO,Haggo,Undirected,9,1
DROGO,Illyrio-Mopatis,Undirected,16,1
DROGO,Irri,Undirected,9,1
DROGO,Jhiqui,Undirected,5,1
DROGO,Jhogo,Undirected,7,1
DROGO,Jommo,Undirected,3,1
DROGO,JORAH,Undirected,16,1
DROGO,Mirri-Maz-Duur,Undirected,12,1
DROGO,Ogo,Undirected,11,1
DROGO,Qotho,Undirected,13,1
DROGO,Quaro,Undirected,3,1
DROGO,Rakharo,Undirected,4,1
DROGO,Rhaego,Undirected,5,1
DROGO,ROBERT,Undirected,3,1
DROGO,Viserys-Targaryen,Undirected,19,1
Dywen,JON,Undirected,4,1
NED,Edmure-Tully,Undirected,3,1
NED,Galbart-Glover,Undirected,4,1
NED,Gendry,Undirected,3,1
NED,Gerold-Hightower,Undirected,3,1
NED,Gregor-Clegane,Undirected,10,1
NED,Harwin,Undirected,5,1
NED,High-Septon-(fat_one),Undirected,4,1
NED,Howland-Reed,Undirected,3,1
NED,Ilyn-Payne,Undirected,6,1
NED,Jacks,Undirected,4,1
NED,Jaime-Lannister,Undirected,27,1
NED,Janos-Slynt,Undirected,4,1
NED,Joffrey-Baratheon,Undirected,26,1
NED,Jon-Arryn,Undirected,47,1
NED,JON,Undirected,38,1
NED,Jory-Cassel,Undirected,32,1
NED,Joss,Undirected,5,1
NED,Loras-Tyrell,Undirected,12,1
NED,Luwin,Undirected,16,1
NED,Lyanna-Stark,Undirected,19,1
NED,Lysa-Arryn,Undirected,12,1
NED,Marq-Piper,Undirected,3,1
NED,Mordane,Undirected,11,1
NED,Mycah,Undirected,3,1
NED,LITTLEFINGER,Undirected,81,1
NED,Porther,Undirected,4,1
NED,Pycelle,Undirected,33,1
NED,Raymun-Darry,Undirected,4,1
NED,Renly-Baratheon,Undirected,33,1
NED,Rhaegar-Targaryen,Undirected,10,1
NED,Rickard-Karstark,Undirected,4,1
NED,Rickon-Stark,Undirected,4,1
NED,ROBB,Undirected,16,1
NED,ROBERT,Undirected,291,1
NED,Rodrik-Cassel,Undirected,7,1
NED,Sandor-Clegane,Undirected,10,1
NED,Sansa-Stark,Undirected,34,1
NED,Stannis-Baratheon,Undirected,18,1
NED,Syrio-Forel,Undirected,6,1
NED,Theon-Greyjoy,Undirected,5,1
NED,Tobho-Mott,Undirected,7,1
NED,Tomard,Undirected,15,1
NED,Torrhen-Karstark,Undirected,5,1
NED,Tregar,Undirected,4,1
NED,Tyrion-Lannister,Undirected,21,1
NED,Tywin-Lannister,Undirected,18,1
NED,Varly,Undirected,4,1
NED,VARYS,Undirected,61,1
NED,Vayon-Poole,Undirected,12,1
NED,Wyl-(guard),Undirected,3,1
NED,Wylla,Undirected,3,1
Edmure-Tully,Hoster-Tully,Undirected,7,1
Edmure-Tully,Jaime-Lannister,Undirected,4,1
Edmure-Tully,Karyl-Vance,Undirected,4,1
Edmure-Tully,Lysa-Arryn,Undirected,5,1
Edmure-Tully,Marq-Piper,Undirected,3,1
Edmure-Tully,LITTLEFINGER,Undirected,4,1
Edmure-Tully,ROBB,Undirected,5,1
Edmure-Tully,Tytos-Blackwood,Undirected,3,1
Eon-Hunter,Lysa-Arryn,Undirected,3,1
Eon-Hunter,Vardis-Egen,Undirected,3,1
Fogo,Ogo,Undirected,4,1
Galbart-Glover,Jaime-Lannister,Undirected,3,1
Galbart-Glover,Jon-Umber-(Greatjon),Undirected,4,1
Galbart-Glover,Rickard-Karstark,Undirected,4,1
Galbart-Glover,ROBB,Undirected,5,1
Galbart-Glover,Roose-Bolton,Undirected,3,1
Gared,Jeor-Mormont,Undirected,4,1
Gared,Waymar-Royce,Undirected,13,1
Gared,Will-(prologue),Undirected,12,1
Gerold-Hightower,Oswell-Whent,Undirected,3,1
Gerold-Hightower,ROBERT,Undirected,4,1
Gregor-Clegane,Jaime-Lannister,Undirected,3,1
Gregor-Clegane,Loras-Tyrell,Undirected,10,1
Gregor-Clegane,Marq-Piper,Undirected,6,1
Gregor-Clegane,LITTLEFINGER,Undirected,3,1
Gregor-Clegane,Pycelle,Undirected,3,1
Gregor-Clegane,ROBERT,Undirected,4,1
Gregor-Clegane,Sandor-Clegane,Undirected,11,1
Gregor-Clegane,Sansa-Stark,Undirected,5,1
Gregor-Clegane,Tyrion-Lannister,Undirected,7,1
Gregor-Clegane,Tywin-Lannister,Undirected,6,1
Grenn,Halder,Undirected,6,1
Grenn,Jeor-Mormont,Undirected,3,1
Grenn,JON,Undirected,31,1
Grenn,Pypar,Undirected,27,1
Grenn,SAM,Undirected,8,1
Grenn,Todder,Undirected,7,1
Gunthor-son-of-Gurn,Tyrion-Lannister,Undirected,7,1
Haggo,Mirri-Maz-Duur,Undirected,3,1
Haggo,Qotho,Undirected,11,1
Haggo,Rakharo,Undirected,3,1
Halder,JON,Undirected,23,1
Halder,Pypar,Undirected,8,1
Halder,Rast,Undirected,3,1
Halder,SAM,Undirected,6,1
Halder,Todder,Undirected,3,1
Hallis-Mollen,Luwin,Undirected,4,1
Hallis-Mollen,ROBB,Undirected,13,1
Hallis-Mollen,Theon-Greyjoy,Undirected,7,1
Harwin,Hullen,Undirected,3,1
Harwin,Jory-Cassel,Undirected,4,1
Harys-Swyft,Jaime-Lannister,Undirected,3,1
Heward,Jory-Cassel,Undirected,5,1
Heward,Wyl-(guard),Undirected,3,1
High-Septon-(fat_one),Joffrey-Baratheon,Undirected,4,1
Hobb,JON,Undirected,5,1
Hodor,Luwin,Undirected,10,1
Hodor,Nan,Undirected,8,1
Hodor,ROBB,Undirected,5,1
Hosteen-Frey,Jared-Frey,Undirected,3,1
Hoster-Tully,Lysa-Arryn,Undirected,3,1
Hoster-Tully,ROBERT,Undirected,3,1
Hugh,Jon-Arryn,Undirected,3,1
Hullen,Jory-Cassel,Undirected,5,1
Hullen,Luwin,Undirected,3,1
Hullen,ROBB,Undirected,3,1
Hullen,Rodrik-Cassel,Undirected,3,1
Illyrio-Mopatis,Irri,Undirected,3,1
Illyrio-Mopatis,JORAH,Undirected,7,1
Illyrio-Mopatis,ROBERT,Undirected,6,1
Illyrio-Mopatis,Viserys-Targaryen,Undirected,14,1
Ilyn-Payne,Jeyne-Poole,Undirected,3,1
Ilyn-Payne,Joffrey-Baratheon,Undirected,4,1
Ilyn-Payne,Loras-Tyrell,Undirected,3,1
Ilyn-Payne,ROBERT,Undirected,4,1
Ilyn-Payne,Sansa-Stark,Undirected,9,1
Ilyn-Payne,VARYS,Undirected,5,1
Irri,Jhiqui,Undirected,14,1
Irri,Jhogo,Undirected,7,1
Irri,JORAH,Undirected,4,1
Irri,Viserys-Targaryen,Undirected,5,1
Jafer-Flowers,Jaremy-Rykker,Undirected,3,1
Jaime-Lannister,Joffrey-Baratheon,Undirected,12,1
Jaime-Lannister,Jon-Arryn,Undirected,5,1
Jaime-Lannister,Jory-Cassel,Undirected,4,1
Jaime-Lannister,Kevan-Lannister,Undirected,4,1
Jaime-Lannister,Loras-Tyrell,Undirected,3,1
Jaime-Lannister,Lysa-Arryn,Undirected,6,1
Jaime-Lannister,LITTLEFINGER,Undirected,7,1
Jaime-Lannister,Renly-Baratheon,Undirected,4,1
Jaime-Lannister,Rickard-Karstark,Undirected,3,1
Jaime-Lannister,ROBB,Undirected,9,1
Jaime-Lannister,ROBERT,Undirected,24,1
Jaime-Lannister,Rodrik-Cassel,Undirected,3,1
Jaime-Lannister,Sandor-Clegane,Undirected,12,1
Jaime-Lannister,Sansa-Stark,Undirected,3,1
Jaime-Lannister,Tyrion-Lannister,Undirected,36,1
Jaime-Lannister,Tywin-Lannister,Undirected,16,1
Jaime-Lannister,VARYS,Undirected,3,1
Jaime-Lannister,Wyl-(guard),Undirected,3,1
Janos-Slynt,Joffrey-Baratheon,Undirected,4,1
Janos-Slynt,LITTLEFINGER,Undirected,3,1
Janos-Slynt,Pycelle,Undirected,3,1
Janos-Slynt,ROBERT,Undirected,4,1
Janos-Slynt,Sansa-Stark,Undirected,3,1
Jaremy-Rykker,Jeor-Mormont,Undirected,11,1
Jaremy-Rykker,JON,Undirected,7,1
Jeor-Mormont,JON,Undirected,81,1
Jeor-Mormont,ROBERT,Undirected,4,1
Jeor-Mormont,SAM,Undirected,8,1
Jeor-Mormont,Tyrion-Lannister,Undirected,23,1
Jeor-Mormont,Yoren,Undirected,3,1
Jeyne-Poole,Loras-Tyrell,Undirected,4,1
Jeyne-Poole,Mordane,Undirected,7,1
Jeyne-Poole,ROBERT,Undirected,3,1
Jeyne-Poole,Sansa-Stark,Undirected,27,1
Jhiqui,JORAH,Undirected,4,1
Jhogo,JORAH,Undirected,5,1
Jhogo,Mirri-Maz-Duur,Undirected,3,1
Joffrey-Baratheon,JON,Undirected,10,1
Joffrey-Baratheon,Loras-Tyrell,Undirected,3,1
Joffrey-Baratheon,Meryn-Trant,Undirected,3,1
Joffrey-Baratheon,Mordane,Undirected,9,1
Joffrey-Baratheon,Mycah,Undirected,14,1
Joffrey-Baratheon,Myrcella-Baratheon,Undirected,5,1
Joffrey-Baratheon,LITTLEFINGER,Undirected,11,1
Joffrey-Baratheon,Pycelle,Undirected,4,1
Joffrey-Baratheon,Renly-Baratheon,Undirected,9,1
Joffrey-Baratheon,ROBB,Undirected,19,1
Joffrey-Baratheon,ROBERT,Undirected,30,1
Joffrey-Baratheon,Rodrik-Cassel,Undirected,9,1
Joffrey-Baratheon,Sandor-Clegane,Undirected,24,1
Joffrey-Baratheon,Sansa-Stark,Undirected,87,1
Joffrey-Baratheon,Stannis-Baratheon,Undirected,7,1
Joffrey-Baratheon,Tommen-Baratheon,Undirected,8,1
Joffrey-Baratheon,Tyrion-Lannister,Undirected,13,1
Joffrey-Baratheon,Tywin-Lannister,Undirected,3,1
Joffrey-Baratheon,VARYS,Undirected,7,1
Jommo,Ogo,Undirected,3,1
Jon-Arryn,Lysa-Arryn,Undirected,12,1
Jon-Arryn,LITTLEFINGER,Undirected,4,1
Jon-Arryn,Pycelle,Undirected,11,1
Jon-Arryn,ROBERT,Undirected,32,1
Jon-Arryn,Stannis-Baratheon,Undirected,13,1
Jon-Arryn,Tyrion-Lannister,Undirected,5,1
Jon-Arryn,VARYS,Undirected,5,1
JON,Jory-Cassel,Undirected,3,1
JON,Luwin,Undirected,10,1
JON,Matthar,Undirected,3,1
JON,Mordane,Undirected,4,1
JON,Othor,Undirected,5,1
JON,Pypar,Undirected,45,1
JON,Rast,Undirected,8,1
JON,Rickon-Stark,Undirected,11,1
JON,ROBB,Undirected,53,1
JON,ROBERT,Undirected,18,1
JON,Rodrik-Cassel,Undirected,3,1
JON,SAM,Undirected,81,1
JON,Sansa-Stark,Undirected,8,1
JON,Theon-Greyjoy,Undirected,8,1
JON,Todder,Undirected,13,1
JON,Tyrion-Lannister,Undirected,56,1
JON,Yoren,Undirected,6,1
Jon-Umber-(Greatjon),Maege-Mormont,Undirected,5,1
Jon-Umber-(Greatjon),Rickard-Karstark,Undirected,7,1
Jon-Umber-(Greatjon),ROBB,Undirected,8,1
Jon-Umber-(Greatjon),Roose-Bolton,Undirected,3,1
Jon-Umber-(Greatjon),Theon-Greyjoy,Undirected,5,1
Jon-Umber-(Greatjon),Tywin-Lannister,Undirected,3,1
Jonos-Bracken,Tytos-Blackwood,Undirected,3,1
JORAH,Mirri-Maz-Duur,Undirected,5,1
JORAH,Qotho,Undirected,7,1
JORAH,Rhaegar-Targaryen,Undirected,5,1
JORAH,ROBERT,Undirected,3,1
JORAH,Viserys-Targaryen,Undirected,15,1
Jory-Cassel,Mordane,Undirected,3,1
Jory-Cassel,LITTLEFINGER,Undirected,8,1
Jory-Cassel,ROBB,Undirected,9,1
Jory-Cassel,ROBERT,Undirected,7,1
Jory-Cassel,Rodrik-Cassel,Undirected,5,1
Jory-Cassel,Sansa-Stark,Undirected,9,1
Jory-Cassel,Stannis-Baratheon,Undirected,3,1
Jory-Cassel,Theon-Greyjoy,Undirected,3,1
Jory-Cassel,Tomard,Undirected,5,1
Jory-Cassel,Vayon-Poole,Undirected,5,1
Jory-Cassel,Wyl-(guard),Undirected,6,1
Joseth,Luwin,Undirected,3,1
Jyck,Morrec,Undirected,5,1
Jyck,Tyrion-Lannister,Undirected,6,1
Karyl-Vance,Marq-Piper,Undirected,3,1
Kevan-Lannister,Tyrion-Lannister,Undirected,15,1
Kevan-Lannister,Tywin-Lannister,Undirected,9,1
Kurleket,Tyrion-Lannister,Undirected,5,1
Lancel-Lannister,ROBERT,Undirected,3,1
Leo-Lefford,Tyrion-Lannister,Undirected,4,1
Loras-Tyrell,Mace-Tyrell,Undirected,3,1
Loras-Tyrell,LITTLEFINGER,Undirected,5,1
Loras-Tyrell,Renly-Baratheon,Undirected,5,1
Loras-Tyrell,ROBERT,Undirected,4,1
Loras-Tyrell,Rodrik-Cassel,Undirected,3,1
Loras-Tyrell,Sandor-Clegane,Undirected,4,1
Loras-Tyrell,Sansa-Stark,Undirected,14,1
Luwin,Nan,Undirected,4,1
Luwin,Osha,Undirected,16,1
Luwin,Rickard-Karstark,Undirected,3,1
Luwin,Rickon-Stark,Undirected,9,1
Luwin,ROBB,Undirected,20,1
Luwin,Rodrik-Cassel,Undirected,3,1
Luwin,Theon-Greyjoy,Undirected,10,1
Luwin,Tommen-Baratheon,Undirected,3,1
Luwin,Tyrion-Lannister,Undirected,10,1
Lyanna-Stark,ROBERT,Undirected,9,1
Lyanna-Stark,Sansa-Stark,Undirected,4,1
Lyn-Corbray,Lysa-Arryn,Undirected,3,1
Lysa-Arryn,LITTLEFINGER,Undirected,4,1
Lysa-Arryn,Robert-Arryn,Undirected,8,1
Lysa-Arryn,ROBERT,Undirected,5,1
Lysa-Arryn,Stannis-Baratheon,Undirected,4,1
Lysa-Arryn,Tyrion-Lannister,Undirected,25,1
Lysa-Arryn,Vardis-Egen,Undirected,5,1
Mace-Tyrell,Paxter-Redwyne,Undirected,3,1
Maege-Mormont,Rickard-Karstark,Undirected,3,1
Maegor-I-Targaryen,Sansa-Stark,Undirected,4,1
Marillion,Rodrik-Cassel,Undirected,5,1
Marillion,Tyrion-Lannister,Undirected,10,1
