Source;Target;Weight;Season;Gender
MARGAERY;TOMMEN;29;4;
TORMUND;YGRITTE;29;4;M
CERSEI;PYCELLE;28;4;F
DAVOS;SHIREEN;27;4;M
TYRION;VARYS;27;4;M
ALLISER_THORNE;JANOS;26;4;M
DAENERYS;GREY_WORM;26;4;F
MAESTER_AEMON;SAM;26;4;M
CERSEI;TOMMEN;25;4;F
JOFFREY;SANSA;25;4;M
DAENERYS;HIZDAHR;24;4;F
GILLY;MOLES_TOWN_WHORE;24;4;M
MELISANDRE;SHIREEN;24;4;F
BRIENNE;HOT_PIE;23;4;F
BRIENNE;HOUND;22;4;F
ANYA_WAYNWOOD;LITTLEFINGER;21;4;
HODOR;JOJEN;21;4;M
JON;LOCKE;21;4;M
LITTLEFINGER;ROBIN;21;4;M
MACE;TYWIN;21;4;M
OBERYN;OLYVAR;21;4;M
SELYSE;STANNIS;21;4;F
FARMER_HAMLET;HOUND;20;4;M
GILLY;LITTLE_SAM;20;4;M
HODOR;MEERA;20;4;M
STYR;TORMUND;20;4;M
THEON;YARA;20;4;M
ARYA;POLLIVER;19;4;F
CERSEI;QYBURN;18;4;F
DAVOS;TYCHO;18;4;M
ELLARIA;OLYVAR;18;4;F
MORGAN;OBERYN;18;4;M
MOUNTAIN;OBERYN;18;4;M
RALF;THEON;18;4;M
SHAE;TYWIN;18;4;F
TYWIN;VARYS;18;4;M
ARYA;TERNESIO_TERYS;17;4;F
JON;YGRITTE;17;4;M
KARL_TANNER;MEERA;17;4;M
LITTLE_SAM;SAM;17;4;M
LYSA;ROBIN;17;4;F
MYRANDA;RAMSAY;17;4;F
SANSA;SHAE;17;4;F
STANNIS;TYCHO;17;4;M
CERSEI;VARYS;16;4;F
GRENN;SAM;16;4;M
PYCELLE;TYWIN;16;4;
DAENERYS;FENNESZ;15;4;F
RAMSAY;TANSY;15;4;M
SANSA;YOHN_ROYCE;15;4;F
BRAN;JON;14;4;M
BRIENNE;CERSEI;14;4;F
DAARIO;GREY_WORM;14;4;M
DAVOS;SALLADHOR;14;4;M
ELIA;OBERYN;14;4;F
GRENN;LOCKE;14;4;M
JAIME;LORAS;14;4;M
JOJEN;KARL_TANNER;14;4;M
JON;OLLY;14;4;M
MACE;OBERYN;14;4;M
MACE;TYRION;14;4;M
OLENNA;TYWIN;14;4;F
ROOSE_BOLTON;THEON;14;4;M
ALLISER_THORNE;GRENN;13;4;M
ARYA;FARMER_HAMLET;13;4;F
BARRISTAN;MISSANDEI;13;4;M
BRAN;LOCKE;13;4;M
CERSEI;MACE;13;4;F
CERSEI;MOUNTAIN;13;4;F
GRENN;JANOS;13;4;M
JAIME;PODRICK;13;4;M
JAIME;TOMMEN;13;4;M
JOFFREY;TOMMEN;13;4;M
KARL_TANNER;RAST;13;4;M
BRIENNE;MARGAERY;12;4;F
DYING_MAN;HOUND;12;4;M
JAIME;OBERYN;12;4;M
JON;STANNIS;12;4;M
MANCE;STANNIS;12;4;M
PYCELLE;QYBURN;12;4;
TOMMEN;TYRION;12;4;M
ALLISER_THORNE;MAESTER_AEMON;11;4;M
ANYA_WAYNWOOD;SANSA;11;4;
BARRISTAN;GREY_WORM;11;4;M
CATELYN;LYSA;11;4;F
DONTOS;LITTLEFINGER;11;4;M
ELLARIA;TYRION;11;4;F
FARMER_HAMLET;SALLY;11;4;M
JAIME;MARGAERY;11;4;M
JON;KARL_TANNER;11;4;M
JORAH;MISSANDEI;11;4;M
ANYA_WAYNWOOD;YOHN_ROYCE;10;4;
ARYA;DYING_MAN;10;4;F
DAARIO;JORAH;10;4;M
KARL_TANNER;SISSY;10;4;M
MORGAN;MORGANS_FRIEND;10;4;M
OLLY;STYR;10;4;F
ALLISER_THORNE;SAM;9;4;M
BRAN;THREE_EYED_RAVEN;9;4;M
BRONN;PODRICK;9;4;M
CERSEI;SANSA;9;4;F
CRASTER;JON;9;4;M
DAARIO;MISSANDEI;9;4;M
ELLARIA;MAREI;9;4;F
ELLARIA;TYWIN;9;4;F
GREY_WORM;JORAH;9;4;M
JAIME;SANSA;9;4;M
JANOS;SAM;9;4;M
JOFFREY;MACE;9;4;M
JOFFREY;OLENNA;9;4;M
JON;MAESTER_AEMON;9;4;M
ALLISER_THORNE;PYP;8;4;M
BALON_DWARF;ROBB_DWARF;8;4;M
BRONN;OBERYN;8;4;M
DONNEL_HILL;GRENN;8;4;M
EDDISON_TOLLETT;JANOS;8;4;M
EDDISON_TOLLETT;SAM;8;4;M
ELLARIA;MORGAN;8;4;F
JAIME;MACE;8;4;M
JOFFREY;OBERYN;8;4;M
JON;MORAG;8;4;M
LORAS;MARGAERY;8;4;M
MACE;VARYS;8;4;M
MARGAERY;TYRION;8;4;
MORGANS_FRIEND;OBERYN;8;4;M
PYCELLE;VARYS;8;4;
SANSA;TYWIN;8;4;F
ALLISER_THORNE;LOCKE;7;4;M
BARRISTAN;DAARIO;7;4;M
BOLTON_GUARD;YARA;7;4;M
BRAN;KARL_TANNER;7;4;M
BRAN;LEAF;7;4;M
CERSEI;ELLARIA;7;4;F
CERSEI;LORAS;7;4;F
CERSEI;SHAE;7;4;F
CRASTER;EDDISON_TOLLETT;7;4;M
DAENERYS;MEEREEN_CHAMPION;7;4;F
DAVOS;JON;7;4;M
DONGO_THE_GIANT;MAG_THE_MIGHTY;7;4;M
DORNISH_LORD;TYRION;7;4;M
EDDISON_TOLLETT;PYP;7;4;M
ENDREW;JAIME;7;4;M
GILLY;PYP;7;4;M
GRENN;MAG_THE_MIGHTY;7;4;M
GUYMON;OLLY;7;4;M
HIZDAHR;HIZDAHRS_FATHER;7;4;M
HODOR;LOCKE;7;4;M
JOFFREY;LITTLEFINGER;7;4;M
JOFFREY;SHAE;7;4;M
JON;PYP;7;4;M
JON;SISSY;7;4;M
LORAS;TOMMEN;7;4;M
MACE;MARGAERY;7;4;M
MACE;TOMMEN;7;4;M
MAREI;OBERYN;7;4;F
MELISANDRE;STANNIS;7;4;F
MOLES_TOWN_MADAM;SAM;7;4;M
NED;SANSA;7;4;M
OBERYN;PYCELLE;7;4;M
OBERYN;SHAE;7;4;M
OLLY;SAM;7;4;F
OLLY;YGRITTE;7;4;F
RAMSAY;YARA;7;4;M
RENLY_DWARF;STANNIS_DWARF;7;4;M
SHIREEN;STANNIS;7;4;F
ALLISER_THORNE;OTHELL_YARWYCK;6;4;M
ARYA;SALLY;6;4;F
BALON;THEON;6;4;M
BRIENNE;CATELYN;6;4;F
BRIENNE;JOFFREY;6;4;F
BRIENNE;SANSA;6;4;F
CATELYN;SANSA;6;4;F
CERSEI;DONTOS;6;4;F
CERSEI;MYRCELLA;6;4;F
DAVOS;MANCE;6;4;M
DAVOS;SELYSE;6;4;M
DONTOS;JOFFREY;6;4;M
ELDER_MEEREEN_SLAVE;MOSSADOR;6;4;M
FIRST_MATE;YARA;6;4;M
GOATHERD;MISSANDEI;6;4;M
GRENN;OLLY;6;4;M
GRENN;PYP;6;4;M
HOUND;JOFFREY;6;4;M
HOUND;LYSA;6;4;M
HOUND;RORGE;6;4;M
HOUND;SALLY;6;4;M
JAIME;VARYS;6;4;M
JOFFREY_DWARF;ROBB_DWARF;6;4;M
JON;STYR;6;4;M
JON_ARRYN;LYSA;6;4;M
LORAS;TYWIN;6;4;M
MAREI;OLYVAR;6;4;F
MARGAERY;SANSA;6;4;
MARGAERY;TYWIN;6;4;
MEERA;THREE_EYED_RAVEN;6;4;F
MERYN_TRANT;TYRION;6;4;M
MORGAN;OLYVAR;6;4;M
MOUNTAIN;PYCELLE;6;4;M
MOUNTAIN;QYBURN;6;4;M
MOUNTAIN;TYWIN;6;4;M
MYRANDA;TANSY;6;4;F
OBERYN;TOMMEN;6;4;M
ORSON;TYRION;6;4;M
PYCELLE;TYRION;6;4;
SAM;TORMUND;6;4;M
TANSY;THEON;6;4;
ALLISER_THORNE;EDDISON_TOLLETT;5;4;M
ALLISER_THORNE;TORMUND;5;4;M
BRIENNE;OLENNA;5;4;F
BRIENNE;TYRION;5;4;F
CATELYN;LITTLEFINGER;5;4;F
CRASTER;KARL_TANNER;5;4;M
CRASTER;RAST;5;4;M
DAENERYS;GOATHERD;5;4;F
DAVOS;MELISANDRE;5;4;M
DONTOS;TYRION;5;4;M
EDDISON_TOLLETT;LOCKE;5;4;M
EDDISON_TOLLETT;MORAG;5;4;M
ENDREW;JOFFREY;5;4;M
FENNESZ;MASTER_MIGHDAL;5;4;M
FIRST_MATE;THEON;5;4;M
GRENN;MORAG;5;4;M
HIGH_SEPTON;JOFFREY;5;4;M
HIGH_SEPTON;TOMMEN;5;4;M
HIZDAHR;MANSERVANT;5;4;M
HOT_PIE;PODRICK;5;4;M
HOUND;PODRICK;5;4;M
JAIME;QYBURN;5;4;M
JAIME;SHAE;5;4;M
JANOS;OLLY;5;4;M
JOFFREY;PODRICK;5;4;M
JOFFREY;POLLIVER;5;4;M
JOFFREY;PYCELLE;5;4;M
JON;NED;5;4;M
LHARA;SALLADHOR;5;4;F
LUTHOR;OLENNA;5;4;M
LYSA;TYRION;5;4;F
MACE;PYCELLE;5;4;M
MACE;SANSA;5;4;M
MACE;SHAE;5;4;M
MARGAERY;OBERYN;5;4;
MOUNTAIN;TYRION;5;4;M
OBERYN;PODRICK;5;4;M
OLENNA;TYRION;5;4;F
RAMSAY;WALDA;5;4;M
ROOSE_BOLTON;WALDA;5;4;M
SELYSE;SHIREEN;5;4;F
ADRACK_HUMBLE;THEON;4;4;M
AERYS;JAIME;4;4;M
AERYS;ROBERT;4;4;M
ARYA;RORGE;4;4;F
AXELL_FLORENT;MELISANDRE;4;4;M
AXELL_FLORENT;SELYSE;4;4;M
BALON_DWARF;JOFFREY_DWARF;4;4;M
BALON_DWARF;STANNIS_DWARF;4;4;M
BLACK_JACK;KEGS;4;4;M
BLACK_JACK;MULLY;4;4;M
BRAN;CRASTER;4;4;M
BRAN;RAST;4;4;M
BRONN;MORGAN;4;4;M
CATELYN;CERSEI;4;4;F
CATELYN;NED;4;4;F
CATELYN;ROBB;4;4;F
COOPER;GRENN;4;4;M
CRASTER;GRENN;4;4;M
CRASTER;LOCKE;4;4;M
CRASTER;MORAG;4;4;M
CRASTER;SISSY;4;4;M
CRASTERS_BABY;RAST;4;4;M
CRASTERS_BABY;SISSY;4;4;M
DAARIO;MEEREEN_CHAMPION;4;4;M
DAENERYS;HIZDAHRS_FATHER;4;4;F
EDDISON_TOLLETT;SISSY;4;4;M
ELDER_MEEREEN_SLAVE;GREY_WORM;4;4;M
ELDER_MEEREEN_SLAVE;MEEREEN_SLAVE;4;4;M
ELIA;MOUNTAIN;4;4;F
ELIA;TYWIN;4;4;F
ELLARIA;JAIME;4;4;F
ELLARIA;MOUNTAIN;4;4;F
ELLARIA;PODRICK;4;4;F
GILLY;JANOS;4;4;M
GILLY;STYR;4;4;M
GILLY;YGRITTE;4;4;M
GRENN;SISSY;4;4;M
HIGH_SEPTON;JAIME;4;4;M
HIGH_SEPTON;MARGAERY;4;4;M
JANOS;MAESTER_AEMON;4;4;M
JOFFREY;JOFFREY_DWARF;4;4;M
JOFFREY;NED;4;4;M
JON;MAG_THE_MIGHTY;4;4;M
JON_ARRYN;LITTLEFINGER;4;4;M
KEGS;MULLY;4;4;M
LEAF;MEERA;4;4;M
LITTLE_SAM;MOLES_TOWN_WHORE;4;4;M
LITTLEFINGER;NED;4;4;M
LOCKE;RAMSAY;4;4;M
LORAS;OBERYN;4;4;M
LYSA;NED;4;4;F
LYSA;YOHN_ROYCE;4;4;F
MANCE;TORMUND;4;4;M
MERYN_TRANT;ROOSE_BOLTON;4;4;M
MERYN_TRANT;TYWIN;4;4;M
MORAG;SISSY;4;4;M
MORGAN;TYRION;4;4;M
MYRANDA;THEON;4;4;F
MYRANDA;YARA;4;4;F
OBERYN;SANSA;4;4;M
OLLY;OLLYS_MOTHER;4;4;F
PODRICK;SANSA;4;4;M
PYCELLE;TOMMEN;4;4;
SAM;STYR;4;4;M
SAM;YGRITTE;4;4;M
SANSA;TOMMEN;4;4;F
STYR;THENN_WARG;4;4;M
AERYS;TYRION;3;4;M
ALLISER_THORNE;OLLY;3;4;M
ALLISER_THORNE;QHORIN;3;4;M
ANYA_WAYNWOOD;LYSA;3;4;
ARYA;CATELYN;3;4;F
ARYA;HOT_PIE;3;4;F
ARYA;JOFFREY;3;4;F
ARYA;NED;3;4;F
ARYA;PODRICK;3;4;F
ARYA;SANSA;3;4;F
BAELOR;TYWIN;3;4;M
BALON_DWARF;RENLY_DWARF;3;4;M
BOLTON_GUARD;FIRST_MATE;3;4;M
BRAN;CRASTERS_BABY;3;4;M
BRAN;NED;3;4;M
BRAN;RAMSAY;3;4;M
BRIENNE;SELWYN;3;4;F
BRONN;ELLARIA;3;4;M
BRONN;LOLLYS;3;4;M
BRONN;MOUNTAIN;3;4;M
BRONN;SHAE;3;4;M
CATELYN;HOSTER;3;4;F
CATELYN;JAIME;3;4;F
CATELYN;TYRION;3;4;F
CERSEI;NED;3;4;F
CERSEI;OLENNA;3;4;F
CERSEI;PODRICK;3;4;F
CERSEI;ROBERT;3;4;F
COOPER;DONNEL_HILL;3;4;M
CRASTER;JOJEN;3;4;M
CRASTER;MEERA;3;4;M
CRASTER;SAM;3;4;M
CRASTERS_BABY;MEERA;3;4;M
DAENERYS;MANSERVANT;3;4;F
DONNEL_WAYNWOOD;HOUND;3;4;M
DORAN;TYRION;3;4;M
EDDISON_TOLLETT;OLLY;3;4;M
ELLARIA;JOFFREY;3;4;F
ELLARIA;LORAS;3;4;F
GILLY;TORMUND;3;4;M
GUYMON;OLLYS_MOTHER;3;4;M
HODOR;LEAF;3;4;M
HODOR;RAST;3;4;M
HOSTER;LYSA;3;4;M
HOUND;INNKEEPER;3;4;M
HOUND;SYRIO_FOREL;3;4;M
INNKEEPER;POLLIVER;3;4;M
JAIME;MERYN_TRANT;3;4;M
JAIME;OLENNA;3;4;M
JAIME;STANNIS;3;4;M
JOFFREY;LORAS;3;4;M
JOFFREY;MOUNTAIN;3;4;M
JOFFREY;RENLY;3;4;M
JOFFREY;ROBB_DWARF;3;4;M
JOFFREY;STANNIS;3;4;M
JOFFREY_DWARF;SANSA;3;4;M
JOFFREY_DWARF;STANNIS_DWARF;3;4;M
JOJEN;LEAF;3;4;M
JOJEN;THREE_EYED_RAVEN;3;4;M
JON;OTHELL_YARWYCK;3;4;M
LITTLEFINGER;TYRION;3;4;M
LORAS;TYRION;3;4;M
MACE;OLENNA;3;4;M
MAG_THE_MIGHTY;MANCE;3;4;M
MAG_THE_MIGHTY;SAM;3;4;M
MEEREEN_SLAVE;MOSSADOR;3;4;M
MOLES_TOWN_MADAM;MOLES_TOWN_WHORE;3;4;M
NED;TYRION;3;4;M
OLENNA;SANSA;3;4;F
OLENNA;TOMMEN;3;4;F
OLLY;PYP;3;4;F
OLLY;TORMUND;3;4;F
PODRICK;TYWIN;3;4;M
PODRICK;VARYS;3;4;M
PYCELLE;SANSA;3;4;
PYP;TORMUND;3;4;M
ROBB;SANSA;3;4;M
ROBERT;TYWIN;3;4;M
STANNIS;TOMMEN;3;4;M
THENN_WARG;TORMUND;3;4;M
THENN_WARG;YGRITTE;3;4;M
VANCE_CORBRAY;YOHN_ROYCE;3;4;M
ADRACK_HUMBLE;RALF;2;4;M
AERYS;CERSEI;2;4;M
ALLISER_THORNE;CRASTER;2;4;M
ALLISER_THORNE;YGRITTE;2;4;M
ANYA_WAYNWOOD;ROBIN;2;4;
ANYA_WAYNWOOD;VANCE_CORBRAY;2;4;
ARYA;DONNEL_WAYNWOOD;2;4;F
ARYA;INNKEEPER;2;4;F
ARYA;INNKEEPERS_DAUGHTER;2;4;F
ARYA;JAIME;2;4;F
ARYA;JAQEN;2;4;F
ARYA;LOMMY;2;4;F
ARYA;LYSA;2;4;F
ARYA;MERYN_TRANT;2;4;F
ARYA;SYRIO_FOREL;2;4;F
ARYA;TOMMY;2;4;F
AXELL_FLORENT;DAVOS;2;4;M
AXELL_FLORENT;STANNIS;2;4;M
BAELOR;HIGH_SEPTON;2;4;M
BAELOR;JOFFREY;2;4;M
BAELOR;TYRION;2;4;M
BALON;ROOSE_BOLTON;2;4;M
BALON_DWARF;JOFFREY;2;4;M
BARRISTAN;CERSEI;2;4;M
BARRISTAN;GOATHERD;2;4;M
BARRISTAN;JOFFREY;2;4;M
BARRISTAN;VARYS;2;4;M
BITER;HOUND;2;4;M
BITER;RORGE;2;4;M
BOROS;JAIME;2;4;M
BRAN;RICKON;2;4;M
BRAN;SAM;2;4;M
BRIENNE;BRONN;2;4;F
BRIENNE;LORAS;2;4;F
BRIENNE;NED;2;4;F
BRONN;CERSEI;2;4;M
BRONN;FALYSE;2;4;M
BRONN;MORGANS_FRIEND;2;4;M
BRONN;TYWIN;2;4;M
BRONN;VARYS;2;4;M
CATELYN;JOFFREY;2;4;F
CATELYN;JON_ARRYN;2;4;F
CERSEI;ELIA;2;4;F
CERSEI;FOOL;2;4;F
CERSEI;JOANNA;2;4;F
CERSEI;JOFFREY_DWARF;2;4;F
CERSEI;MERYN_TRANT;2;4;F
CERSEI;ROBB_DWARF;2;4;F
CRASTER;CRASTERS_BABY;2;4;M
CRASTER;HODOR;2;4;M
CRASTER;MANCE;2;4;M
CRASTERS_BABY;HODOR;2;4;M
CRASTERS_BABY;JOJEN;2;4;M
CRASTERS_BABY;KARL_TANNER;2;4;M
CRASTERS_BABY;NIGHT_KING;2;4;M
CRASTERS_BABY;WHITE_WALKER;2;4;M
DAENERYS;DROGO;2;4;F
DAENERYS;MASTER_MIGHDAL;2;4;F
DAENERYS;RHAEGAR;2;4;F
DAENERYS;VARYS;2;4;F
DAENERYS;VISERYS;2;4;F
DAVOS;EDDISON_TOLLETT;2;4;M
DAVOS;GRENN;2;4;M
DAVOS;MAESTER_AEMON;2;4;M
DAVOS;SAM;2;4;M
DONGO_THE_GIANT;JON;2;4;M
DONNEL_HILL;MAG_THE_MIGHTY;2;4;M
DORAN;OBERYN;2;4;M
DORNISH_LORD;OBERYN;2;4;M
DROGO;RHAEGAR;2;4;M
EDDISON_TOLLETT;MAESTER_AEMON;2;4;M
EDDISON_TOLLETT;MELISANDRE;2;4;M
EDDISON_TOLLETT;SELYSE;2;4;M
EDDISON_TOLLETT;SHIREEN;2;4;M
EDDISON_TOLLETT;STANNIS;2;4;M
ELLARIA;MACE;2;4;F
ELLARIA;MARGAERY;2;4;F
ELLARIA;MORGANS_FRIEND;2;4;F
ELLARIA;SANSA;2;4;F
ELLARIA;VARYS;2;4;F
FENNESZ;MISSANDEI;2;4;M
FOOL;JOFFREY;2;4;M
FOOL;TYWIN;2;4;M
GILLY;MOLES_TOWN_MADAM;2;4;M
GOATHERD;GOATHERDS_SON;2;4;M
GOATHERD;GREY_WORM;2;4;M
GOATHERD;JORAH;2;4;M
GRENN;MAESTER_AEMON;2;4;M
GRENN;MELISANDRE;2;4;M
GRENN;SELYSE;2;4;M
GRENN;SHIREEN;2;4;M
GRENN;STANNIS;2;4;M
GRENN;YGRITTE;2;4;M
GREY_WORM;MOSSADOR;2;4;M
GUYMON;STYR;2;4;M
GUYMON;YGRITTE;2;4;M
HIGH_SEPTON;MACE;2;4;M
HIZDAHR;JORAH;2;4;M
HODOR;NED;2;4;M
HODOR;THREE_EYED_RAVEN;2;4;M
HOSTER;JON_ARRYN;2;4;M
HOSTER;LITTLEFINGER;2;4;M
HOUND;INNKEEPERS_DAUGHTER;2;4;M
HOUND;LOMMY;2;4;M
HOUND;MERYN_TRANT;2;4;M
HOUND;MOUNTAIN;2;4;M
HOUND;TOMMY;2;4;M
HOUND;VARYS;2;4;M
INNKEEPER;TOMMY;2;4;M
JAIME;JOANNA;2;4;M
JAIME;NED;2;4;M
JAIME;PYCELLE;2;4;M
JANOS;LITTLE_SAM;2;4;M
JANOS;LOCKE;2;4;M
JANOS;OTHELL_YARWYCK;2;4;M
JANOS;PYP;2;4;M
JEOR;JON;2;4;M
JEOR;KARL_TANNER;2;4;M
JOFFREY;LYSA;2;4;M
JOFFREY;MERYN_TRANT;2;4;M
JOFFREY;RENLY_DWARF;2;4;M
JOFFREY;ROBB;2;4;M
JOFFREY;STANNIS_DWARF;2;4;M
JOFFREY;VARYS;2;4;M
JOFFREY_DWARF;MARGAERY;2;4;M
JOFFREY_DWARF;RENLY_DWARF;2;4;M
JOFFREY_DWARF;TYRION;2;4;M
JOJEN;JON;2;4;M
JOJEN;LOCKE;2;4;M
JOJEN;RAST;2;4;M
JON;MELISANDRE;2;4;M
JON;QHORIN;2;4;M
JON;SELYSE;2;4;M
JON;SHIREEN;2;4;M
JON_ARRYN;ROBIN;2;4;M
JORAH;MEEREEN_CHAMPION;2;4;M
JORAH;VARYS;2;4;M
LEAF;THREE_EYED_RAVEN;2;4;M
LITTLE_SAM;MOLES_TOWN_MADAM;2;4;M
LITTLE_SAM;PYP;2;4;M
LITTLEFINGER;TYWIN;2;4;M
LITTLEFINGER;VANCE_CORBRAY;2;4;M
LOCKE;MEERA;2;4;M
LOCKE;MORAG;2;4;M
LOCKE;RAST;2;4;M
LOCKE;ROOSE_BOLTON;2;4;M
LOCKE;SAM;2;4;M
LOCKE;SISSY;2;4;M
LOLLYS;TYRION;2;4;F
LORAS;OLENNA;2;4;M
LORAS;RENLY_DWARF;2;4;M
LORAS;SANSA;2;4;M
LORAS;STANNIS_DWARF;2;4;M
LUTHOR;VIOLA;2;4;M
MACE;MOUNTAIN;2;4;M
MACE;PODRICK;2;4;M
MAESTER_AEMON;MELISANDRE;2;4;M
MAESTER_AEMON;OLLY;2;4;M
MAESTER_AEMON;PYP;2;4;M
MAESTER_AEMON;SELYSE;2;4;M
MAESTER_AEMON;SHIREEN;2;4;M
MAESTER_AEMON;STANNIS;2;4;M
MAREI;MORGAN;2;4;F
MAREI;SHAE;2;4;F
MAREI;TYRION;2;4;F
MARGAERY;PYCELLE;2;4;
MARGAERY;ROBB_DWARF;2;4;
MEERA;NED;2;4;F
MEERA;RAST;2;4;F
MELISANDRE;SAM;2;4;F
MERYN_TRANT;SYRIO_FOREL;2;4;M
MERYN_TRANT;THEON;2;4;M
MISSANDEI;ZALA;2;4;F
MOLES_TOWN_WHORE;SAM;2;4;M
MORGANS_FRIEND;TYRION;2;4;M
MOUNTAIN;POLLIVER;2;4;M
MOUNTAIN;SHAE;2;4;M
MUSICIAN;OLENNA;2;4;M
MYRCELLA;OBERYN;2;4;F
NED;ROBERT;2;4;M
NED;STANNIS;2;4;M
NED;YOHN_ROYCE;2;4;M
NIGHT_KING;WHITE_WALKER;2;4;M
OLENNA;VIOLA;2;4;F
OLLYS_MOTHER;STYR;2;4;F
OLLYS_MOTHER;TORMUND;2;4;F
OLLYS_MOTHER;YGRITTE;2;4;F
ORYS;ORYS_BROTHER;2;4;M
ORYS;TYWIN;2;4;M
ORYS_BROTHER;TYWIN;2;4;M
PODRICK;SHAE;2;4;M
POLLIVER;TOMMY;2;4;M
RALF;ROOSE_BOLTON;2;4;M
RAMSAY;RICKON;2;4;M
RAMSAY;ROBB;2;4;M
RANDYLL;SAM;2;4;M
RENLY_DWARF;ROBB_DWARF;2;4;M
ROBB;TYRION;2;4;M
ROBB_DWARF;SANSA;2;4;M
ROBB_DWARF;TYRION;2;4;M
ROBIN;TYRION;2;4;M
SAM;SELYSE;2;4;M
SAM;SHIREEN;2;4;M
SAM;STANNIS;2;4;M
SANSA;VANCE_CORBRAY;2;4;F
SANSA;VARYS;2;4;F
SANSA;WAYMAR_ROYCE;2;4;F
STANNIS;TYWIN;2;4;M
TOMMEN;TYCHO;2;4;M
TOMMEN;VARYS;2;4;M
TYCHO;TYWIN;2;4;M
