Source,Target,Type,Weight,book
ANGUY,TOM-OF-SEVENSTREAMS,UNDIRECTED,12,3
ARSON,JON,UNDIRECTED,3,3
ARSTAN,BELWAS,UNDIRECTED,25,3
ARSTAN,DAENERYS,UNDIRECTED,29,3
ARSTAN,ILLYRIO,UNDIRECTED,3,3
ARSTAN,JHIQUI,UNDIRECTED,3,3
ARSTAN,JORAH,UNDIRECTED,13,3
ARSTAN,KRAZNYS-MO-NAKLOZ,UNDIRECTED,3,3
ARSTAN,MERO,UNDIRECTED,7,3
ARSTAN,RHAEGAR,UNDIRECTED,7,3
ARTHUR-DAYNE,GEROLD-HIGHTOWER,UNDIRECTED,5,3
ARTHUR-DAYNE,LEWYN,UNDIRECTED,3,3
ARTHUR-DAYNE,RHAEGAR,UNDIRECTED,3,3
ARTHUR-DAYNE,SMILING-KNIGHT,UNDIRECTED,4,3
ARYA,BERIC,UNDIRECTED,23,3
ARYA,BRAN,UNDIRECTED,9,3
ARYA,BRYNDEN,UNDIRECTED,4,3
ARYA,CATELYN,UNDIRECTED,3,3
ARYA,CERSEI,UNDIRECTED,6,3
ARYA,DUNSEN,UNDIRECTED,3,3
ARYA,NED,UNDIRECTED,6,3
ARYA,ELMAR,UNDIRECTED,4,3
ARYA,GENDRY,UNDIRECTED,46,3
ARYA,GREENBEARD,UNDIRECTED,9,3
ARYA,MOUNTAIN,UNDIRECTED,6,3
ARYA,HARWIN,UNDIRECTED,17,3
ARYA,HOT_PIE,UNDIRECTED,25,3
ARYA,ILYN_PAYNE,UNDIRECTED,3,3
ARYA,JAIME,UNDIRECTED,10,3
ARYA,JOFFREY,UNDIRECTED,10,3
ARYA,JON,UNDIRECTED,9,3
ARYA,LEM,UNDIRECTED,24,3
ARYA,MAD-HUNTSMAN,UNDIRECTED,4,3
ARYA,MERYN_TRANT,UNDIRECTED,3,3
ARYA,MYCAH,UNDIRECTED,6,3
ARYA,NAN,UNDIRECTED,7,3
ARYA,PATE-(OLD),UNDIRECTED,4,3
ARYA,POLLIVER,UNDIRECTED,11,3
ARYA,RAFFORD,UNDIRECTED,5,3
ARYA,RAVELLA-SWANN,UNDIRECTED,7,3
ARYA,RICKON,UNDIRECTED,8,3
ARYA,ROBB,UNDIRECTED,14,3
ARYA,ROBERT,UNDIRECTED,5,3
ARYA,ROOSE_BOLTON,UNDIRECTED,8,3
ARYA,HOUND,UNDIRECTED,48,3
ARYA,SANSA,UNDIRECTED,23,3
ARYA,THOROS,UNDIRECTED,21,3
ARYA,TICKLER,UNDIRECTED,5,3
ARYA,TOM-OF-SEVENSTREAMS,UNDIRECTED,24,3
ARYA,TYRION,UNDIRECTED,7,3
AXELL_FLORENT,DAVOS-SEAWORTH,UNDIRECTED,21,3
AXELL_FLORENT,LAMPREY,UNDIRECTED,5,3
AXELL_FLORENT,MELISANDRE,UNDIRECTED,4,3
AXELL_FLORENT,PORRIDGE,UNDIRECTED,5,3
AXELL_FLORENT,SALLADHOR-SAAN,UNDIRECTED,3,3
AXELL_FLORENT,SELYSE-FLORENT,UNDIRECTED,8,3
AXELL_FLORENT,STANNIS,UNDIRECTED,16,3
AZOR-AHAI,STANNIS,UNDIRECTED,3,3
BAELOR,CERSEI,UNDIRECTED,3,3
BAELOR,SANSA,UNDIRECTED,3,3
BAELOR,TYRION,UNDIRECTED,3,3
BALLABAR,FRENKEN,UNDIRECTED,4,3
BALLABAR,TYRION,UNDIRECTED,4,3
BALON,ROBB,UNDIRECTED,6,3
BALON,STANNIS,UNDIRECTED,4,3
BALON,TYWIN,UNDIRECTED,4,3
BALON-SWANN,BOROS,UNDIRECTED,3,3
BALON-SWANN,JAIME,UNDIRECTED,5,3
BALON-SWANN,JOFFREY,UNDIRECTED,5,3
BALON-SWANN,LORAS,UNDIRECTED,6,3
BALON-SWANN,OSMUND-KETTLEBLACK,UNDIRECTED,3,3
BALON-SWANN,TYRION,UNDIRECTED,4,3
BANNEN,DYWEN,UNDIRECTED,5,3
BANNEN,SAM,UNDIRECTED,11,3
BARRISTAN,DAENERYS,UNDIRECTED,5,3
BARRISTAN,GEROLD-HIGHTOWER,UNDIRECTED,5,3
BARRISTAN,JAIME,UNDIRECTED,4,3
BARRISTAN,JORAH,UNDIRECTED,5,3
BARRISTAN,ROBERT,UNDIRECTED,8,3
BEDWYCK,CRASTER,UNDIRECTED,4,3
BEDWYCK,DYWEN,UNDIRECTED,3,3
BEDWYCK,EDDISON_TOLLETT,UNDIRECTED,4,3
BEDWYCK,GRENN,UNDIRECTED,4,3
BEDWYCK,SAM,UNDIRECTED,3,3
BELWAS,BEN-PLUMM,UNDIRECTED,4,3
BELWAS,DAENERYS,UNDIRECTED,28,3
BELWAS,ILLYRIO,UNDIRECTED,8,3
BELWAS,JHIQUI,UNDIRECTED,3,3
BELWAS,JORAH,UNDIRECTED,18,3
BELWAS,OZNAK-ZO-PAHL,UNDIRECTED,8,3
BEN-PLUMM,DAARIO,UNDIRECTED,4,3
BEN-PLUMM,DAENERYS,UNDIRECTED,10,3
BENJEN,BRAN,UNDIRECTED,3,3
BENJEN,JEOR,UNDIRECTED,3,3
BENJEN,JON,UNDIRECTED,3,3
BENJEN,ROBERT,UNDIRECTED,3,3
BERIC,GENDRY,UNDIRECTED,4,3
BERIC,MOUNTAIN,UNDIRECTED,3,3
BERIC,HARWIN,UNDIRECTED,7,3
BERIC,JACK-BULWER,UNDIRECTED,4,3
BERIC,JOFFREY,UNDIRECTED,3,3
BERIC,LEM,UNDIRECTED,14,3
BERIC,HOUND,UNDIRECTED,15,3
BERIC,THOROS,UNDIRECTED,26,3
BERIC,TOM-OF-SEVENSTREAMS,UNDIRECTED,4,3
BIG-BOIL,JON,UNDIRECTED,3,3
BIG-BOIL,YGRITTE,UNDIRECTED,3,3
BITER,RORGE,UNDIRECTED,3,3
BLANE,JEOR,UNDIRECTED,3,3
BOROS,CERSEI,UNDIRECTED,4,3
BOROS,JAIME,UNDIRECTED,6,3
BOROS,LORAS,UNDIRECTED,5,3
BOROS,MERYN_TRANT,UNDIRECTED,6,3
BOROS,TOMMEN,UNDIRECTED,7,3
BOROS,TYRION,UNDIRECTED,6,3
BOWEN_MARSH,COTTER-PYKE,UNDIRECTED,3,3
BOWEN_MARSH,DENYS-MALLISTER,UNDIRECTED,5,3
BOWEN_MARSH,DONAL-NOYE,UNDIRECTED,4,3
BOWEN_MARSH,EDDISON_TOLLETT,UNDIRECTED,3,3
BOWEN_MARSH,HOBB,UNDIRECTED,3,3
BOWEN_MARSH,JANOS,UNDIRECTED,10,3
BOWEN_MARSH,JEOR,UNDIRECTED,8,3
BOWEN_MARSH,JON,UNDIRECTED,5,3
BOWEN_MARSH,OTHELL_YARWYCK,UNDIRECTED,9,3
BOWEN_MARSH,SAM,UNDIRECTED,7,3
BRAN,CATELYN,UNDIRECTED,3,3
BRAN,COLDHANDS,UNDIRECTED,4,3
BRAN,NED,UNDIRECTED,7,3
BRAN,HODOR,UNDIRECTED,71,3
BRAN,JOFFREY,UNDIRECTED,3,3
BRAN,JOJEN,UNDIRECTED,48,3
BRAN,JON,UNDIRECTED,13,3
BRAN,GREATJON_UMBER,UNDIRECTED,3,3
BRAN,MEERA,UNDIRECTED,54,3
BRAN,NAN,UNDIRECTED,14,3
BRAN,RICKON,UNDIRECTED,31,3
BRAN,ROBB,UNDIRECTED,18,3
BRAN,SAM,UNDIRECTED,11,3
BRAN,SANSA,UNDIRECTED,10,3
BRAN,THEON,UNDIRECTED,9,3
BRANDON,NED,UNDIRECTED,8,3
BRANDON,RICKON,UNDIRECTED,3,3
BRANDON,ROBB,UNDIRECTED,3,3
BRELLA,SANSA,UNDIRECTED,4,3
BRELLA,SHAE,UNDIRECTED,4,3
BRENETT,CATELYN,UNDIRECTED,3,3
BRIENNE,CATELYN,UNDIRECTED,7,3
BRIENNE,CERSEI,UNDIRECTED,5,3
BRIENNE,CLEOS,UNDIRECTED,12,3
BRIENNE,ELMAR,UNDIRECTED,6,3
BRIENNE,JAIME,UNDIRECTED,87,3
BRIENNE,LORAS,UNDIRECTED,6,3
BRIENNE,QYBURN,UNDIRECTED,3,3
BRIENNE,ROBB,UNDIRECTED,5,3
BRIENNE,ROOSE_BOLTON,UNDIRECTED,11,3
BRIENNE,SANSA,UNDIRECTED,5,3
BRIENNE,TYRION,UNDIRECTED,4,3
BRIENNE,VARGO-HOAT,UNDIRECTED,4,3
BRIENNE,WALTON,UNDIRECTED,3,3
BRONN,CERSEI,UNDIRECTED,8,3
BRONN,MOUNTAIN,UNDIRECTED,4,3
BRONN,JOFFREY,UNDIRECTED,3,3
BRONN,LOLLYS-STOKEWORTH,UNDIRECTED,3,3
BRONN,MANDON-MOORE,UNDIRECTED,3,3
BRONN,OBERYN,UNDIRECTED,4,3
BRONN,PODRICK,UNDIRECTED,17,3
BRONN,TOMMEN,UNDIRECTED,4,3
BRONN,TYRION,UNDIRECTED,32,3
BRONN,TYWIN,UNDIRECTED,3,3
BRONN,VARYS,UNDIRECTED,4,3
BRYNDEN,CATELYN,UNDIRECTED,5,3
BRYNDEN,EDMURE,UNDIRECTED,6,3
BRYNDEN,RICKARD,UNDIRECTED,4,3
BRYNDEN,ROBB,UNDIRECTED,12,3
BRYNDEN,TYWIN,UNDIRECTED,4,3
BRYNDEN,WALDER,UNDIRECTED,4,3
BUTTERBUMPS,OLENNA-REDWYNE,UNDIRECTED,4,3
BUTTERBUMPS,SANSA,UNDIRECTED,6,3
BYAM-FLINT,CRASTER,UNDIRECTED,3,3
CATELYN,CERSEI,UNDIRECTED,4,3
CATELYN,CLEOS,UNDIRECTED,4,3
CATELYN,DACEY,UNDIRECTED,5,3
CATELYN,DESMOND-GRELL,UNDIRECTED,6,3
CATELYN,NED,UNDIRECTED,7,3
CATELYN,EDMURE,UNDIRECTED,18,3
CATELYN,ELMAR,UNDIRECTED,5,3
CATELYN,HOSTER,UNDIRECTED,16,3
CATELYN,JAIME,UNDIRECTED,19,3
CATELYN,JASON-MALLISTER,UNDIRECTED,5,3
CATELYN,JEYNE-WESTERLING,UNDIRECTED,13,3
CATELYN,JOFFREY,UNDIRECTED,3,3
CATELYN,GREATJON_UMBER,UNDIRECTED,10,3
CATELYN,LOTHAR,UNDIRECTED,3,3
CATELYN,LYSA,UNDIRECTED,15,3
CATELYN,MAEGE,UNDIRECTED,6,3
CATELYN,MARQ-PIPER,UNDIRECTED,3,3
CATELYN,LITTLEFINGER,UNDIRECTED,6,3
CATELYN,RAYNALD-WESTERLING,UNDIRECTED,5,3
CATELYN,RICKARD,UNDIRECTED,6,3
CATELYN,ROBB,UNDIRECTED,48,3
CATELYN,ROBIN-RYGER,UNDIRECTED,3,3
CATELYN,RODRIK,UNDIRECTED,3,3
CATELYN,ROOSE_BOLTON,UNDIRECTED,10,3
CATELYN,ROSLIN,UNDIRECTED,7,3
CATELYN,RYMAN,UNDIRECTED,6,3
CATELYN,SANSA,UNDIRECTED,11,3
CATELYN,STANNIS,UNDIRECTED,4,3
CATELYN,TANSY,UNDIRECTED,8,3
CATELYN,TYRION,UNDIRECTED,7,3
CATELYN,VYMAN,UNDIRECTED,9,3
CATELYN,WALDER,UNDIRECTED,25,3
CERSEI,DUNSEN,UNDIRECTED,6,3
CERSEI,NED,UNDIRECTED,6,3
CERSEI,ELIA,UNDIRECTED,4,3
CERSEI,ELLARIA,UNDIRECTED,4,3
CERSEI,MOUNTAIN,UNDIRECTED,7,3
CERSEI,ILYN_PAYNE,UNDIRECTED,8,3
CERSEI,JAIME,UNDIRECTED,35,3
CERSEI,JOFFREY,UNDIRECTED,44,3
CERSEI,KEVAN,UNDIRECTED,5,3
CERSEI,LANCEL,UNDIRECTED,3,3
CERSEI,LYSA,UNDIRECTED,4,3
CERSEI,MACE,UNDIRECTED,6,3
CERSEI,MANDON-MOORE,UNDIRECTED,4,3
CERSEI,MARGAERY,UNDIRECTED,6,3
CERSEI,MERYN_TRANT,UNDIRECTED,13,3
CERSEI,OBERYN,UNDIRECTED,9,3
CERSEI,OLENNA-REDWYNE,UNDIRECTED,5,3
CERSEI,OSMUND-KETTLEBLACK,UNDIRECTED,8,3
CERSEI,POLLIVER,UNDIRECTED,6,3
CERSEI,PYCELLE,UNDIRECTED,4,3
CERSEI,RAFFORD,UNDIRECTED,6,3
CERSEI,ROBERT,UNDIRECTED,14,3
CERSEI,HOUND,UNDIRECTED,5,3
CERSEI,SANSA,UNDIRECTED,21,3
CERSEI,SHAE,UNDIRECTED,4,3
CERSEI,TICKLER,UNDIRECTED,6,3
CERSEI,TOMMEN,UNDIRECTED,4,3
CERSEI,TYRION,UNDIRECTED,54,3
CERSEI,TYWIN,UNDIRECTED,20,3
CERSEI,VARYS,UNDIRECTED,4,3
CERSEI,WILLAS,UNDIRECTED,5,3
CHATAYA,TYRION,UNDIRECTED,4,3
CHETT,JEOR,UNDIRECTED,6,3
CHETT,LARK,UNDIRECTED,9,3
CHETT,QHORIN_HALFHAND,UNDIRECTED,3,3
CHETT,SAM,UNDIRECTED,4,3
CHETT,SMALL-PAUL,UNDIRECTED,8,3
CLEON,DAENERYS,UNDIRECTED,4,3
CLEON,GHAEL,UNDIRECTED,5,3
CLEOS,JAIME,UNDIRECTED,25,3
CLUBFOOT-KARL,CRASTER,UNDIRECTED,6,3
CLUBFOOT-KARL,SAM,UNDIRECTED,3,3
CLYDAS,HOBB,UNDIRECTED,6,3
CLYDAS,JON,UNDIRECTED,10,3
CLYDAS,SAM,UNDIRECTED,6,3
COLDHANDS,GILLY,UNDIRECTED,3,3
COTTER-PYKE,DENYS-MALLISTER,UNDIRECTED,14,3
COTTER-PYKE,EDDISON_TOLLETT,UNDIRECTED,3,3
COTTER-PYKE,JON,UNDIRECTED,3,3
COTTER-PYKE,OTHELL_YARWYCK,UNDIRECTED,6,3
COTTER-PYKE,PYPAR,UNDIRECTED,3,3
COTTER-PYKE,SAM,UNDIRECTED,10,3
COTTER-PYKE,STANNIS,UNDIRECTED,5,3
CRASTER,DIRK,UNDIRECTED,6,3
CRASTER,EDDISON_TOLLETT,UNDIRECTED,3,3
CRASTER,GILLY,UNDIRECTED,16,3
CRASTER,GRENN,UNDIRECTED,3,3
CRASTER,JEOR,UNDIRECTED,8,3
CRASTER,JOJEN,UNDIRECTED,3,3
CRASTER,JON,UNDIRECTED,7,3
CRASTER,MANCE,UNDIRECTED,6,3
CRASTER,SAM,UNDIRECTED,32,3
CRASTER,TORMUND,UNDIRECTED,3,3
CRESSEN,DAVOS-SEAWORTH,UNDIRECTED,4,3
DAARIO,DAENERYS,UNDIRECTED,15,3
DAARIO,DROGO,UNDIRECTED,3,3
DAARIO,IRRI,UNDIRECTED,3,3
DAARIO,JORAH,UNDIRECTED,10,3
DAARIO,PRENDAHL-NA-GHEZN,UNDIRECTED,3,3
DAARIO,SALLOR,UNDIRECTED,3,3
DACEY,MAEGE,UNDIRECTED,3,3
DACEY,ROBB,UNDIRECTED,3,3
DAENERYS,DROGO,UNDIRECTED,7,3
DAENERYS,GHAEL,UNDIRECTED,3,3
DAENERYS,GREY_WORM,UNDIRECTED,14,3
DAENERYS,GROLEO,UNDIRECTED,6,3
DAENERYS,IRRI,UNDIRECTED,17,3
DAENERYS,JHIQUI,UNDIRECTED,17,3
DAENERYS,JHOGO,UNDIRECTED,4,3
DAENERYS,JORAH,UNDIRECTED,53,3
DAENERYS,KRAZNYS-MO-NAKLOZ,UNDIRECTED,16,3
DAENERYS,MERO,UNDIRECTED,5,3
DAENERYS,MISSANDEI,UNDIRECTED,26,3
DAENERYS,OZNAK-ZO-PAHL,UNDIRECTED,4,3
DAENERYS,RAKHARO,UNDIRECTED,7,3
DAENERYS,RHAEGAR,UNDIRECTED,13,3
DAENERYS,RHAEGEL,UNDIRECTED,5,3
DAENERYS,ROBERT,UNDIRECTED,8,3
DAENERYS,VISERYS,UNDIRECTED,8,3
DAERON,SHIREEN,UNDIRECTED,3,3
DALLA,JON,UNDIRECTED,6,3
DALLA,MANCE,UNDIRECTED,10,3
DALLA,VAL,UNDIRECTED,7,3
DAVOS-SEAWORTH,DEVAN-SEAWORTH,UNDIRECTED,5,3
DAVOS-SEAWORTH,EDRIC-STORM,UNDIRECTED,19,3
DAVOS-SEAWORTH,GUNCER-SUNGLASS,UNDIRECTED,3,3
DAVOS-SEAWORTH,JOFFREY,UNDIRECTED,10,3
DAVOS-SEAWORTH,KHORANE-SATHMANTES,UNDIRECTED,4,3
DAVOS-SEAWORTH,LAMPREY,UNDIRECTED,8,3
DAVOS-SEAWORTH,MELISANDRE,UNDIRECTED,40,3
DAVOS-SEAWORTH,PORRIDGE,UNDIRECTED,6,3
DAVOS-SEAWORTH,PYLOS,UNDIRECTED,15,3
DAVOS-SEAWORTH,SALLADHOR-SAAN,UNDIRECTED,22,3
DAVOS-SEAWORTH,SELYSE-FLORENT,UNDIRECTED,6,3
DAVOS-SEAWORTH,SHIREEN,UNDIRECTED,9,3
DAVOS-SEAWORTH,STANNIS,UNDIRECTED,52,3
DENYS-MALLISTER,EDDISON_TOLLETT,UNDIRECTED,3,3
DENYS-MALLISTER,JANOS,UNDIRECTED,3,3
DENYS-MALLISTER,OTHELL_YARWYCK,UNDIRECTED,4,3
DENYS-MALLISTER,PYPAR,UNDIRECTED,4,3
DENYS-MALLISTER,SAM,UNDIRECTED,14,3
DESMOND-GRELL,EDMURE,UNDIRECTED,4,3
DESMOND-GRELL,ROBB,UNDIRECTED,4,3
DESMOND-GRELL,UTHERYDES-WAYN,UNDIRECTED,6,3
DEVAN-SEAWORTH,PYLOS,UNDIRECTED,3,3
DEVAN-SEAWORTH,STANNIS,UNDIRECTED,4,3
DICK-FOLLARD,JON,UNDIRECTED,3,3
DICK-FOLLARD,SATIN,UNDIRECTED,5,3
DIRK,SAM,UNDIRECTED,4,3
DONAL-NOYE,JEOR,UNDIRECTED,4,3
DONAL-NOYE,JON,UNDIRECTED,33,3
DONAL-NOYE,MAG-MAR-TUN-DOH-WEG,UNDIRECTED,6,3
DONAL-NOYE,MANCE,UNDIRECTED,3,3
DONAL-NOYE,QHORIN_HALFHAND,UNDIRECTED,3,3
DONAL-NOYE,STANNIS,UNDIRECTED,4,3
DONTOS-HOLLARD,JOFFREY,UNDIRECTED,10,3
DONTOS-HOLLARD,LOTHOR-BRUNE,UNDIRECTED,3,3
DONTOS-HOLLARD,MOON-BOY,UNDIRECTED,3,3
DONTOS-HOLLARD,LITTLEFINGER,UNDIRECTED,4,3
DONTOS-HOLLARD,SANSA,UNDIRECTED,13,3
DONTOS-HOLLARD,TYRION,UNDIRECTED,7,3
DONTOS-HOLLARD,WILLAS,UNDIRECTED,3,3
DORAN,MOUNTAIN,UNDIRECTED,3,3
DORAN,OBERYN,UNDIRECTED,4,3
DORAN,TYRION,UNDIRECTED,10,3
DROGO,IRRI,UNDIRECTED,3,3
DROGO,JORAH,UNDIRECTED,8,3
DUNSEN,MOUNTAIN,UNDIRECTED,11,3
DUNSEN,ILYN_PAYNE,UNDIRECTED,6,3
DUNSEN,JOFFREY,UNDIRECTED,6,3
DUNSEN,MERYN_TRANT,UNDIRECTED,6,3
DUNSEN,POLLIVER,UNDIRECTED,9,3
DUNSEN,RAFFORD,UNDIRECTED,10,3
DUNSEN,HOUND,UNDIRECTED,7,3
DUNSEN,TICKLER,UNDIRECTED,9,3
DYWEN,EDDISON_TOLLETT,UNDIRECTED,5,3
DYWEN,GRENN,UNDIRECTED,4,3
DYWEN,JEOR,UNDIRECTED,4,3
DYWEN,SAM,UNDIRECTED,6,3
NED,MOUNTAIN,UNDIRECTED,3,3
NED,JAIME,UNDIRECTED,6,3
NED,JOFFREY,UNDIRECTED,3,3
NED,JON,UNDIRECTED,4,3
NED,RICKON,UNDIRECTED,8,3
NED,ROBB,UNDIRECTED,13,3
NED,ROBERT,UNDIRECTED,7,3
NED,HOUND,UNDIRECTED,4,3
NED,SANSA,UNDIRECTED,6,3
NED,TORRHEN,UNDIRECTED,3,3
NED,TYRION,UNDIRECTED,3,3
EDDISON_TOLLETT,GRENN,UNDIRECTED,13,3
EDDISON_TOLLETT,JEOR,UNDIRECTED,5,3
EDDISON_TOLLETT,OTHELL_YARWYCK,UNDIRECTED,3,3
EDDISON_TOLLETT,PYPAR,UNDIRECTED,5,3
EDDISON_TOLLETT,SAM,UNDIRECTED,15,3
EDDISON_TOLLETT,WATT,UNDIRECTED,3,3
EDMURE,ELMAR,UNDIRECTED,3,3
EDMURE,HOSTER,UNDIRECTED,11,3
EDMURE,JAIME,UNDIRECTED,4,3
EDMURE,LOTHAR,UNDIRECTED,4,3
EDMURE,MARQ-PIPER,UNDIRECTED,5,3
EDMURE,ROBB,UNDIRECTED,34,3
EDMURE,ROSLIN,UNDIRECTED,15,3
EDMURE,TANSY,UNDIRECTED,3,3
EDMURE,TYWIN,UNDIRECTED,3,3
EDMURE,WALDER,UNDIRECTED,9,3
EDRIC-STORM,PYLOS,UNDIRECTED,9,3
EDRIC-STORM,ROBERT,UNDIRECTED,3,3
EDRIC-STORM,SHIREEN,UNDIRECTED,3,3
EDRIC-STORM,STANNIS,UNDIRECTED,6,3
ELIA,MOUNTAIN,UNDIRECTED,7,3
ELIA,JAIME,UNDIRECTED,4,3
ELIA,OBERYN,UNDIRECTED,9,3
ELIA,RHAEGAR,UNDIRECTED,7,3
ELIA,TYRION,UNDIRECTED,6,3
ELINOR,MEGGA,UNDIRECTED,8,3
ELINOR,SANSA,UNDIRECTED,5,3
ELLARIA,OBERYN,UNDIRECTED,7,3
ELLARIA,TYRION,UNDIRECTED,4,3
ELMAR,JAIME,UNDIRECTED,6,3
ELMAR,ROBB,UNDIRECTED,9,3
ELMAR,ROOSE_BOLTON,UNDIRECTED,3,3
ELMAR,TYWIN,UNDIRECTED,3,3
ELMAR,WALDER,UNDIRECTED,6,3
ERROK,GRIGG,UNDIRECTED,7,3
ERROK,JON,UNDIRECTED,4,3
ERROK,STYR,UNDIRECTED,3,3
GALBART_GLOVER,ROBETT-GLOVER,UNDIRECTED,3,3
GALYEON-OF-CUY,TYRION,UNDIRECTED,3,3
GARLAN,JOFFREY,UNDIRECTED,6,3
GARLAN,LEONETTE-FOSSOWAY,UNDIRECTED,3,3
GARLAN,LORAS,UNDIRECTED,6,3
GARLAN,SANSA,UNDIRECTED,5,3
GARLAN,TYRION,UNDIRECTED,11,3
GARLAN,WILLAS,UNDIRECTED,3,3
GAWEN-WESTERLING,JEYNE-WESTERLING,UNDIRECTED,3,3
GAWEN-WESTERLING,SYBELL-SPICER,UNDIRECTED,3,3
GENDEL,GORNE,UNDIRECTED,3,3
GENDEL,JON,UNDIRECTED,3,3
GENDRY,GREENBEARD,UNDIRECTED,3,3
GENDRY,HARWIN,UNDIRECTED,8,3
GENDRY,HOT_PIE,UNDIRECTED,30,3
GENDRY,LEM,UNDIRECTED,9,3
