Source,Target,Type,Weight,book
AREO-HOTAH,CALEOTTE,UNDIRECTED,7,4
AREO-HOTAH,DORAN,UNDIRECTED,32,4
AREO-HOTAH,MYRCELLA,UNDIRECTED,5,4
AREO-HOTAH,OBARA,UNDIRECTED,7,4
AREO-HOTAH,OBERYN,UNDIRECTED,3,4
ARIANNE,ARYS-OAKHEART,UNDIRECTED,19,4
ARIANNE,CEDRA,UNDIRECTED,8,4
ARIANNE,DORAN,UNDIRECTED,15,4
ARIANNE,FRANKLYN-FOWLER,UNDIRECTED,3,4
ARIANNE,GARIN-(ORPHAN),UNDIRECTED,18,4
ARIANNE,GEROLD-DAYNE,UNDIRECTED,11,4
ARIANNE,MELLEI,UNDIRECTED,3,4
ARIANNE,MORRA,UNDIRECTED,3,4
ARIANNE,MYRCELLA,UNDIRECTED,12,4
ARIANNE,OBERYN,UNDIRECTED,3,4
ARIANNE,QUENTYN,UNDIRECTED,8,4
ARIANNE,RICASSO,UNDIRECTED,3,4
ARIANNE,SYLVA-SANTAGAR,UNDIRECTED,10,4
ARIANNE,TIMOTH,UNDIRECTED,3,4
ARIANNE,TYENE,UNDIRECTED,4,4
ARMEN,LEO,UNDIRECTED,3,4
ARMEN,MARWYN,UNDIRECTED,3,4
ARMEN,MOLLANDER,UNDIRECTED,3,4
ARMEN,PATE-(NOVICE),UNDIRECTED,5,4
ARMEN,ROONE,UNDIRECTED,4,4
ARYA,BELLEGERE-OTHERYS,UNDIRECTED,3,4
ARYA,BREA,UNDIRECTED,5,4
ARYA,BRUSCO,UNDIRECTED,6,4
ARYA,DAREON,UNDIRECTED,5,4
ARYA,DENYO-TERYS,UNDIRECTED,8,4
ARYA,KINDLY-MAN,UNDIRECTED,13,4
ARYA,MERALYN,UNDIRECTED,9,4
ARYA,NAN,UNDIRECTED,5,4
ARYA,HOUND,UNDIRECTED,3,4
ARYA,SANSA,UNDIRECTED,4,4
ARYA,SYRIO_FOREL,UNDIRECTED,4,4
ARYA,TALEA,UNDIRECTED,4,4
ARYA,TERNESIO_TERYS,UNDIRECTED,5,4
ARYA,UMMA,UNDIRECTED,6,4
ARYA,WAIF,UNDIRECTED,17,4
ARYA,YORKO-TERYS,UNDIRECTED,6,4
ARYS-OAKHEART,DORAN,UNDIRECTED,3,4
ARYS-OAKHEART,GARIN-(ORPHAN),UNDIRECTED,3,4
ARYS-OAKHEART,GEROLD-DAYNE,UNDIRECTED,3,4
ARYS-OAKHEART,MYRCELLA,UNDIRECTED,18,4
ASHA,BALON,UNDIRECTED,12,4
ASHA,EURON,UNDIRECTED,19,4
ASHA,RED-OARSMAN,UNDIRECTED,3,4
ASHA,RODRIK-HARLAW,UNDIRECTED,7,4
ASHA,THEON,UNDIRECTED,6,4
ASHA,TRISTIFER-BOTLEY,UNDIRECTED,4,4
ASHA,VICTARION,UNDIRECTED,10,4
AURANE-WATERS,CERSEI,UNDIRECTED,9,4
AURANE-WATERS,GYLES-ROSBY,UNDIRECTED,3,4
AURANE-WATERS,HARYS-SWYFT,UNDIRECTED,5,4
AURANE-WATERS,LORAS,UNDIRECTED,3,4
AURANE-WATERS,MARGAERY,UNDIRECTED,5,4
AURANE-WATERS,ORTON-MERRYWEATHER,UNDIRECTED,3,4
AURANE-WATERS,PAXTER-REDWYNE,UNDIRECTED,3,4
AURANE-WATERS,STANNIS,UNDIRECTED,3,4
AURANE-WATERS,TOMMEN,UNDIRECTED,3,4
BAELOR-BLACKTYDE,BALON,UNDIRECTED,3,4
BAELOR-BLACKTYDE,EURON,UNDIRECTED,4,4
BAELOR-BLACKTYDE,VICTARION,UNDIRECTED,4,4
BAELOR,CERSEI,UNDIRECTED,5,4
BALMAN-BYRCH,BRONN,UNDIRECTED,7,4
BALMAN-BYRCH,CERSEI,UNDIRECTED,7,4
BALMAN-BYRCH,FALYSE-STOKEWORTH,UNDIRECTED,10,4
BALON,EURON,UNDIRECTED,20,4
BALON,STANNIS,UNDIRECTED,4,4
BALON,VICTARION,UNDIRECTED,13,4
BALON-SWANN,MOUNTAIN,UNDIRECTED,3,4
BALON-SWANN,JAIME,UNDIRECTED,3,4
BALON-SWANN,LORAS,UNDIRECTED,4,4
BENEDAR-BELMORE,GILWOOD,UNDIRECTED,3,4
BENEDAR-BELMORE,HORTON-REDFORT,UNDIRECTED,5,4
BENEDAR-BELMORE,LITTLEFINGER,UNDIRECTED,5,4
BENEDAR-BELMORE,SYMOND-TEMPLETON,UNDIRECTED,4,4
BERIC,CATELYN,UNDIRECTED,3,4
BERIC,JAIME,UNDIRECTED,7,4
BERIC,MARIYA-DARRY,UNDIRECTED,5,4
BERIC,HOUND,UNDIRECTED,3,4
BERIC,THOROS,UNDIRECTED,5,4
BITER,BRIENNE,UNDIRECTED,5,4
BLUE-BARD,CERSEI,UNDIRECTED,7,4
BLUE-BARD,LAMBERT-TURNBERRY,UNDIRECTED,3,4
BLUE-BARD,MARGAERY,UNDIRECTED,6,4
BLUE-BARD,QYBURN,UNDIRECTED,4,4
BLUE-BARD,TALLAD,UNDIRECTED,3,4
BONIFER-HASTY,JAIME,UNDIRECTED,4,4
BOROS,CERSEI,UNDIRECTED,3,4
BOROS,JAIME,UNDIRECTED,3,4
BOROS,MERYN_TRANT,UNDIRECTED,4,4
BOROS,OSMUND-KETTLEBLACK,UNDIRECTED,8,4
BOROS,OSNEY-KETTLEBLACK,UNDIRECTED,3,4
BRAN,JON,UNDIRECTED,6,4
BRAN,RICKON,UNDIRECTED,5,4
BRAN,ROBB,UNDIRECTED,5,4
BRAN,TOMMEN,UNDIRECTED,3,4
BREA,BRUSCO,UNDIRECTED,3,4
BREA,TALEA,UNDIRECTED,4,4
BRELLA,SANSA,UNDIRECTED,4,4
BRIENNE,CATELYN,UNDIRECTED,10,4
BRIENNE,CLARENCE-CRABB,UNDIRECTED,4,4
BRIENNE,CREIGHTON-LONGBOUGH,UNDIRECTED,8,4
BRIENNE,DICK-CRABB,UNDIRECTED,21,4
BRIENNE,DONTOS-HOLLARD,UNDIRECTED,7,4
BRIENNE,ELDER-BROTHER,UNDIRECTED,4,4
BRIENNE,GENDRY,UNDIRECTED,6,4
BRIENNE,HYLE-HUNT,UNDIRECTED,17,4
BRIENNE,ILLIFER,UNDIRECTED,8,4
BRIENNE,JAIME,UNDIRECTED,18,4
BRIENNE,JEYNE-HEDDLE,UNDIRECTED,4,4
BRIENNE,JOFFREY,UNDIRECTED,4,4
BRIENNE,LYSA,UNDIRECTED,3,4
BRIENNE,MERIBALD,UNDIRECTED,17,4
BRIENNE,NARBERT,UNDIRECTED,6,4
BRIENNE,PODRICK,UNDIRECTED,36,4
BRIENNE,PYG,UNDIRECTED,4,4
BRIENNE,RANDYLL,UNDIRECTED,8,4
BRIENNE,RENLY,UNDIRECTED,9,4
BRIENNE,HOUND,UNDIRECTED,12,4
BRIENNE,SANSA,UNDIRECTED,19,4
BRIENNE,SHAGWELL,UNDIRECTED,9,4
BRIENNE,TIMEON,UNDIRECTED,5,4
BRIENNE,TOMMEN,UNDIRECTED,3,4
BRIENNE,TYRION,UNDIRECTED,3,4
BRIENNE,TYWIN,UNDIRECTED,3,4
BRIENNE,WILLOW-HEDDLE,UNDIRECTED,5,4
BRONN,CERSEI,UNDIRECTED,4,4
BRONN,FALYSE-STOKEWORTH,UNDIRECTED,3,4
BRONN,LOLLYS-STOKEWORTH,UNDIRECTED,4,4
BRONN,TYRION,UNDIRECTED,4,4
BRYNDEN,CATELYN,UNDIRECTED,3,4
BRYNDEN,DAVEN,UNDIRECTED,3,4
BRYNDEN,EDMURE,UNDIRECTED,15,4
BRYNDEN,EDWYN,UNDIRECTED,3,4
BRYNDEN,EMMON,UNDIRECTED,7,4
BRYNDEN,JAIME,UNDIRECTED,18,4
BRYNDEN,LYLE-CRAKEHALL,UNDIRECTED,4,4
BRYNDEN,RYMAN,UNDIRECTED,3,4
CALEOTTE,DORAN,UNDIRECTED,8,4
CALEOTTE,OBARA,UNDIRECTED,5,4
CATELYN,HYLE-HUNT,UNDIRECTED,3,4
CATELYN,JAIME,UNDIRECTED,15,4
CATELYN,LITTLEFINGER,UNDIRECTED,3,4
CATELYN,RANDYLL,UNDIRECTED,3,4
CATELYN,RENLY,UNDIRECTED,4,4
CATELYN,ROBB,UNDIRECTED,4,4
CATELYN,SANSA,UNDIRECTED,9,4
CATELYN,TYRION,UNDIRECTED,3,4
CEDRA,GARIN-(ORPHAN),UNDIRECTED,5,4
CEDRIC-PAYNE,PODRICK,UNDIRECTED,3,4
CERSEI,DORCAS,UNDIRECTED,18,4
CERSEI,DUNSEN,UNDIRECTED,4,4
CERSEI,NED,UNDIRECTED,3,4
CERSEI,FALYSE-STOKEWORTH,UNDIRECTED,14,4
CERSEI,GARLAN,UNDIRECTED,3,4
CERSEI,GARTH,UNDIRECTED,3,4
CERSEI,MOUNTAIN,UNDIRECTED,6,4
CERSEI,GYLES-ROSBY,UNDIRECTED,18,4
CERSEI,HARYS-SWYFT,UNDIRECTED,4,4
CERSEI,HIGH_SEPTON-(TYRIONS),UNDIRECTED,3,4
CERSEI,HIGH_SPARROW,UNDIRECTED,24,4
CERSEI,ILYN_PAYNE,UNDIRECTED,6,4
CERSEI,JAIME,UNDIRECTED,49,4
CERSEI,JALABHAR-XHO,UNDIRECTED,3,4
CERSEI,JOCELYN-SWYFT,UNDIRECTED,13,4
CERSEI,JOFFREY,UNDIRECTED,21,4
CERSEI,JON,UNDIRECTED,3,4
CERSEI,KEVAN,UNDIRECTED,9,4
CERSEI,LANCEL,UNDIRECTED,9,4
CERSEI,LORAS,UNDIRECTED,24,4
CERSEI,MACE,UNDIRECTED,17,4
CERSEI,MAEGOR,UNDIRECTED,3,4
CERSEI,MAGGY,UNDIRECTED,5,4
CERSEI,MARGAERY,UNDIRECTED,67,4
CERSEI,MARK-MULLENDORE,UNDIRECTED,3,4
CERSEI,MELARA-HETHERSPOON,UNDIRECTED,5,4
CERSEI,MERYN_TRANT,UNDIRECTED,15,4
CERSEI,MOON-BOY,UNDIRECTED,5,4
CERSEI,MYRCELLA,UNDIRECTED,4,4
CERSEI,OLENNA-REDWYNE,UNDIRECTED,6,4
CERSEI,ORTON-MERRYWEATHER,UNDIRECTED,9,4
CERSEI,OSFRYD-KETTLEBLACK,UNDIRECTED,8,4
CERSEI,OSMUND-KETTLEBLACK,UNDIRECTED,25,4
CERSEI,OSNEY-KETTLEBLACK,UNDIRECTED,24,4
CERSEI,LITTLEFINGER,UNDIRECTED,7,4
CERSEI,PYCELLE,UNDIRECTED,15,4
CERSEI,QYBURN,UNDIRECTED,27,4
CERSEI,RAFFORD,UNDIRECTED,4,4
CERSEI,RAYNARD,UNDIRECTED,3,4
CERSEI,RHAEGAR,UNDIRECTED,5,4
CERSEI,ROBERT,UNDIRECTED,29,4
CERSEI,SANSA,UNDIRECTED,6,4
CERSEI,SENELLE,UNDIRECTED,9,4
CERSEI,STANNIS,UNDIRECTED,9,4
CERSEI,TAENA-OF-MYR,UNDIRECTED,46,4
CERSEI,TALLAD,UNDIRECTED,4,4
CERSEI,TOMMEN,UNDIRECTED,80,4
CERSEI,TYRION,UNDIRECTED,36,4
CERSEI,TYWIN,UNDIRECTED,14,4
CERSEI,UNELLA,UNDIRECTED,3,4
CERSEI,VARYS,UNDIRECTED,7,4
CERSEI,WALDER,UNDIRECTED,5,4
CLEMENT-PIPER,JAIME,UNDIRECTED,3,4
CLEOS,JAIME,UNDIRECTED,4,4
CLYDAS,SAM,UNDIRECTED,3,4
COLEMON,GRETCHEL,UNDIRECTED,5,4
COLEMON,MADDY,UNDIRECTED,5,4
COLEMON,LITTLEFINGER,UNDIRECTED,6,4
COLEMON,ROBERT,UNDIRECTED,7,4
CRASTER,GILLY,UNDIRECTED,8,4
CRASTER,JEOR,UNDIRECTED,3,4
CRASTER,JON,UNDIRECTED,3,4
CRASTER,SAM,UNDIRECTED,6,4
CREIGHTON-LONGBOUGH,ILLIFER,UNDIRECTED,15,4
CREIGHTON-LONGBOUGH,SHADRICH,UNDIRECTED,4,4
DAEMON,DORAN,UNDIRECTED,3,4
DAEMON,OBERYN,UNDIRECTED,3,4
DALLA,GILLY,UNDIRECTED,6,4
DAREON,GILLY,UNDIRECTED,7,4
DAREON,LANNA-(HAPPY-PORT),UNDIRECTED,4,4
DAREON,SAM,UNDIRECTED,26,4
DAVEN,EMMON,UNDIRECTED,3,4
DAVEN,JAIME,UNDIRECTED,12,4
DENYO-TERYS,TERNESIO_TERYS,UNDIRECTED,3,4
DICK-CRABB,EUSTACE-BRUNE,UNDIRECTED,3,4
DICK-CRABB,JAIME,UNDIRECTED,3,4
DICK-CRABB,PODRICK,UNDIRECTED,9,4
DICK-CRABB,RENLY,UNDIRECTED,3,4
DONTOS-HOLLARD,JOFFREY,UNDIRECTED,4,4
DONTOS-HOLLARD,SANSA,UNDIRECTED,9,4
DONTOS-HOLLARD,TYRION,UNDIRECTED,3,4
DORAN,MOUNTAIN,UNDIRECTED,4,4
DORAN,MYRCELLA,UNDIRECTED,6,4
DORAN,NYMERIA,UNDIRECTED,4,4
DORAN,OBARA,UNDIRECTED,8,4
DORAN,OBERYN,UNDIRECTED,5,4
DORAN,TYENE,UNDIRECTED,6,4
DORAN,TYWIN,UNDIRECTED,4,4
DORCAS,JOCELYN-SWYFT,UNDIRECTED,8,4
DORCAS,MARGAERY,UNDIRECTED,3,4
DORCAS,OSNEY-KETTLEBLACK,UNDIRECTED,3,4
DORCAS,QYBURN,UNDIRECTED,3,4
DORCAS,TAENA-OF-MYR,UNDIRECTED,6,4
DUNSEN,MOUNTAIN,UNDIRECTED,3,4
DUNSEN,ILYN_PAYNE,UNDIRECTED,4,4
DUNSEN,MERYN_TRANT,UNDIRECTED,4,4
DUNSEN,RAFFORD,UNDIRECTED,4,4
DUNSTAN-DRUMM,RODRIK-HARLAW,UNDIRECTED,3,4
DUNSTAN-DRUMM,VICTARION,UNDIRECTED,3,4
NED,JOFFREY,UNDIRECTED,3,4
NED,JON_ARRYN,UNDIRECTED,4,4
NED,JON,UNDIRECTED,4,4
NED,PYCELLE,UNDIRECTED,3,4
NED,ROBERT,UNDIRECTED,3,4
NED,STANNIS,UNDIRECTED,3,4
NED,TYRION,UNDIRECTED,4,4
EDDISON_TOLLETT,JON,UNDIRECTED,5,4
EDDISON_TOLLETT,SAM,UNDIRECTED,4,4
EDMURE,EMMON,UNDIRECTED,11,4
EDMURE,FORLEY-PRESTER,UNDIRECTED,3,4
EDMURE,ILYN_PAYNE,UNDIRECTED,4,4
EDMURE,JAIME,UNDIRECTED,24,4
EDMURE,ROSLIN,UNDIRECTED,4,4
EDMURE,RYMAN,UNDIRECTED,5,4
EDMURE,TOMMEN,UNDIRECTED,4,4
EDMURE,WALDER,UNDIRECTED,4,4
EDWYN,JAIME,UNDIRECTED,9,4
EDWYN,RYMAN,UNDIRECTED,5,4
EDWYN,WALDER-RIVERS,UNDIRECTED,8,4
ELDER-BROTHER,MERIBALD,UNDIRECTED,3,4
ELDER-BROTHER,NARBERT,UNDIRECTED,4,4
ELIA,TYWIN,UNDIRECTED,3,4
ELINOR,MARGAERY,UNDIRECTED,5,4
ELINOR,MEGGA,UNDIRECTED,10,4
ELINOR,TALLAD,UNDIRECTED,3,4
EMMON,FORLEY-PRESTER,UNDIRECTED,3,4
EMMON,GENNA,UNDIRECTED,5,4
EMMON,JAIME,UNDIRECTED,8,4
EMMON,RYMAN,UNDIRECTED,4,4
EMMON,TYWIN,UNDIRECTED,3,4
EURON,HOTHO-HARLAW,UNDIRECTED,4,4
EURON,HUMFREY-HEWETT,UNDIRECTED,3,4
EURON,NUTE,UNDIRECTED,4,4
EURON,QUELLON,UNDIRECTED,3,4
EURON,RED-OARSMAN,UNDIRECTED,6,4
EURON,RODRIK-HARLAW,UNDIRECTED,4,4
EURON,SAWANE-BOTLEY,UNDIRECTED,3,4
EURON,VICTARION,UNDIRECTED,43,4
FALYSE-STOKEWORTH,QYBURN,UNDIRECTED,7,4
GARIN-(ORPHAN),GEROLD-DAYNE,UNDIRECTED,5,4
GARIN-(ORPHAN),MYRCELLA,UNDIRECTED,5,4
GARIN-(ORPHAN),NYMERIA,UNDIRECTED,3,4
GARIN-(ORPHAN),SYLVA-SANTAGAR,UNDIRECTED,8,4
GARIN-(ORPHAN),TYENE,UNDIRECTED,5,4
GARRETT-PAEGE,JAIME,UNDIRECTED,3,4
GENDRY,WILLOW-HEDDLE,UNDIRECTED,3,4
GENNA,JAIME,UNDIRECTED,7,4
GENNA,TYWIN,UNDIRECTED,3,4
GEROLD-DAYNE,MYRCELLA,UNDIRECTED,6,4
GEROLD-GRAFTON,TERRANCE-LYNDERLY,UNDIRECTED,3,4
GILLY,JON,UNDIRECTED,15,4
GILLY,KOJJA-MO,UNDIRECTED,7,4
GILLY,MELISANDRE,UNDIRECTED,3,4
GILLY,SAM,UNDIRECTED,41,4
GILWOOD,HORTON-REDFORT,UNDIRECTED,6,4
GILWOOD,LYSA,UNDIRECTED,3,4
GILWOOD,SYMOND-TEMPLETON,UNDIRECTED,4,4
GORMON,WALGRAVE,UNDIRECTED,3,4
GOROLD-GOODBROTHER,VICTARION,UNDIRECTED,3,4
MOUNTAIN,ILYN_PAYNE,UNDIRECTED,4,4
MOUNTAIN,JAIME,UNDIRECTED,5,4
MOUNTAIN,MERYN_TRANT,UNDIRECTED,3,4
MOUNTAIN,PYCELLE,UNDIRECTED,3,4
MOUNTAIN,QYBURN,UNDIRECTED,6,4
MOUNTAIN,RAFFORD,UNDIRECTED,4,4
MOUNTAIN,HOUND,UNDIRECTED,5,4
MOUNTAIN,TYWIN,UNDIRECTED,5,4
GRENN,JON,UNDIRECTED,3,4
GRENN,PYPAR,UNDIRECTED,5,4
GRETCHEL,MADDY,UNDIRECTED,9,4
GRETCHEL,ROBERT,UNDIRECTED,4,4
GRETCHEL,SANSA,UNDIRECTED,3,4
GYLES-GRAFTON,ROBERT,UNDIRECTED,3,4
GYLES-GRAFTON,TERRANCE-LYNDERLY,UNDIRECTED,5,4
GYLES-ROSBY,HARYS-SWYFT,UNDIRECTED,6,4
GYLES-ROSBY,MACE,UNDIRECTED,3,4
GYLES-ROSBY,MARGAERY,UNDIRECTED,5,4
GYLES-ROSBY,ORTON-MERRYWEATHER,UNDIRECTED,4,4
GYLES-ROSBY,PYCELLE,UNDIRECTED,12,4
GYLES-ROSBY,QYBURN,UNDIRECTED,4,4
HARRAS-HARLAW,VICTARION,UNDIRECTED,3,4
HARROLD-HARDYNG,ROBERT,UNDIRECTED,4,4
HARROLD-HARDYNG,YOHN_ROYCE,UNDIRECTED,3,4
HARYS-SWYFT,ORTON-MERRYWEATHER,UNDIRECTED,3,4
HARYS-SWYFT,PYCELLE,UNDIRECTED,8,4
HARYS-SWYFT,STANNIS,UNDIRECTED,3,4
HARYS-SWYFT,TAENA-OF-MYR,UNDIRECTED,3,4
HARYS-SWYFT,TOMMEN,UNDIRECTED,3,4
HIGH_SEPTON-(TYRIONS),TYRION,UNDIRECTED,5,4
HIGH_SPARROW,MAEGOR,UNDIRECTED,4,4
HIGH_SPARROW,MARGAERY,UNDIRECTED,11,4
HIGH_SPARROW,OSNEY-KETTLEBLACK,UNDIRECTED,4,4
HIGH_SPARROW,TAENA-OF-MYR,UNDIRECTED,4,4
HIGH_SPARROW,TOMMEN,UNDIRECTED,7,4
HORTON-REDFORT,YOHN_ROYCE,UNDIRECTED,3,4
HOTHO-HARLAW,RODRIK-HARLAW,UNDIRECTED,4,4
HOTHO-HARLAW,SIGFRYD-HARLAW,UNDIRECTED,4,4
HOTHO-HARLAW,VICTARION,UNDIRECTED,4,4
HUGOANCE,JAIME,UNDIRECTED,3,4
HUMFREY-HEWETT,VICTARION,UNDIRECTED,4,4
HYLE-HUNT,MERIBALD,UNDIRECTED,9,4
HYLE-HUNT,PODRICK,UNDIRECTED,19,4
HYLE-HUNT,RANDYLL,UNDIRECTED,5,4
HYLE-HUNT,HOUND,UNDIRECTED,3,4
HYLE-HUNT,SANSA,UNDIRECTED,3,4
ILYN_PAYNE,JAIME,UNDIRECTED,30,4
ILYN_PAYNE,LYLE-CRAKEHALL,UNDIRECTED,6,4
ILYN_PAYNE,MERYN_TRANT,UNDIRECTED,5,4
ILYN_PAYNE,RAFFORD,UNDIRECTED,4,4
JAEHAERYS,MAEGOR,UNDIRECTED,3,4
JAIME,JOSMYN-PECKLEDON,UNDIRECTED,14,4
JAIME,JOY-HILL,UNDIRECTED,3,4
JAIME,KARYLANCE,UNDIRECTED,4,4
JAIME,KEVAN,UNDIRECTED,6,4
JAIME,LANCEL,UNDIRECTED,22,4
JAIME,LEWYS-PIPER,UNDIRECTED,3,4
JAIME,LORAS,UNDIRECTED,10,4
JAIME,LYLE-CRAKEHALL,UNDIRECTED,9,4
JAIME,MACE,UNDIRECTED,5,4
JAIME,MARGAERY,UNDIRECTED,10,4
JAIME,MARIYA-DARRY,UNDIRECTED,6,4
JAIME,MELARA-HETHERSPOON,UNDIRECTED,3,4
JAIME,OLENNA-REDWYNE,UNDIRECTED,3,4
JAIME,OSMUND-KETTLEBLACK,UNDIRECTED,17,4
JAIME,PIA,UNDIRECTED,10,4
JAIME,PYCELLE,UNDIRECTED,10,4
JAIME,QYBURN,UNDIRECTED,4,4
JAIME,RAFFORD,UNDIRECTED,3,4
JAIME,RENLY,UNDIRECTED,6,4
JAIME,RENNIFER-LONGWATERS,UNDIRECTED,3,4
JAIME,RHAEGAR,UNDIRECTED,7,4
JAIME,ROBB,UNDIRECTED,4,4
JAIME,ROBERT,UNDIRECTED,12,4
JAIME,RONNET-CONNINGTON,UNDIRECTED,4,4
JAIME,RYMAN,UNDIRECTED,13,4
JAIME,HOUND,UNDIRECTED,9,4
JAIME,SANSA,UNDIRECTED,6,4
JAIME,SHADRICH,UNDIRECTED,3,4
JAIME,SHITMOUTH,UNDIRECTED,3,4
JAIME,SYBELL-SPICER,UNDIRECTED,4,4
JAIME,TAENA-OF-MYR,UNDIRECTED,4,4
JAIME,THOROS,UNDIRECTED,3,4
JAIME,TOMMEN,UNDIRECTED,26,4
JAIME,TYRION,UNDIRECTED,15,4
JAIME,TYWIN,UNDIRECTED,14,4
JAIME,VARGO-HOAT,UNDIRECTED,6,4
JAIME,VARYS,UNDIRECTED,11,4
JAIME,WALDER,UNDIRECTED,5,4
JAIME,WALDER-RIVERS,UNDIRECTED,4,4
JAIME,WYLIS-MANDERLY,UNDIRECTED,3,4
JAIME,ZOLLO,UNDIRECTED,3,4
JALABHAR-XHO,LAMBERT-TURNBERRY,UNDIRECTED,3,4
JALABHAR-XHO,TALLAD,UNDIRECTED,3,4
JEOR,SAM,UNDIRECTED,3,4
JEYNE-FARMAN,MELARA-HETHERSPOON,UNDIRECTED,4,4
JEYNE-WESTERLING,ROBB,UNDIRECTED,3,4
JOCELYN-SWYFT,OSMUND-KETTLEBLACK,UNDIRECTED,3,4
JOCELYN-SWYFT,QYBURN,UNDIRECTED,3,4
JOCELYN-SWYFT,TAENA-OF-MYR,UNDIRECTED,4,4
JOFFREY,MACE,UNDIRECTED,3,4
JOFFREY,MARGAERY,UNDIRECTED,6,4
JOFFREY,MYRCELLA,UNDIRECTED,6,4
JOFFREY,QYBURN,UNDIRECTED,3,4
JOFFREY,ROBERT,UNDIRECTED,5,4
JOFFREY,HOUND,UNDIRECTED,4,4
JOFFREY,SANSA,UNDIRECTED,6,4
JOFFREY,TOMMEN,UNDIRECTED,23,4
JOFFREY,TYRION,UNDIRECTED,9,4
JON_ARRYN,LYSA,UNDIRECTED,3,4
JON_ARRYN,LITTLEFINGER,UNDIRECTED,3,4
JON_ARRYN,ROBERT,UNDIRECTED,3,4
JON_ARRYN,TYRION,UNDIRECTED,3,4
JON,ROBB,UNDIRECTED,3,4
JON,SAM,UNDIRECTED,31,4
JON,STANNIS,UNDIRECTED,6,4
